Angle,UpperRight,LowerRight,UpperMiddle,LowerLeft,UpperLeft
0,0.72,1.46,0.00,0.92,0.38
0,0.79,1.46,0.00,0.92,0.45
0,0.72,1.46,0.00,0.99,0.38
0,0.86,1.46,0.00,0.92,0.38
0,0.79,1.46,0.00,0.99,0.38
0,0.72,1.40,0.00,0.99,0.32
0,0.79,1.46,0.00,1.06,0.38
0,0.79,1.46,0.00,1.06,0.38
0,0.72,1.53,0.00,0.99,0.59
0,0.79,1.46,0.00,0.92,0.38
0,0.79,1.53,0.00,0.99,0.45
0,0.79,1.46,0.00,0.99,0.38
0,0.79,1.40,0.00,1.06,0.32
0,0.72,1.46,0.00,0.99,0.38
0,0.79,1.40,0.00,0.99,0.45
0,0.79,1.46,0.00,0.99,0.38
0,0.79,1.46,0.00,0.92,0.38
0,0.79,1.40,0.00,0.92,0.38
0,0.79,1.40,0.00,1.06,0.38
0,0.79,1.40,0.00,0.99,0.38
0,0.79,1.40,0.00,1.06,0.32
0,0.79,1.46,0.00,0.99,0.25
0,0.72,1.33,0.00,0.92,0.38
0,0.72,1.40,0.00,0.92,0.32
0,0.79,1.40,0.00,0.99,0.38
0,0.72,1.33,0.00,0.86,0.38
0,0.79,1.40,0.00,0.99,0.32
0,0.79,1.46,0.00,0.86,0.38
0,0.72,1.40,0.00,0.92,0.32
0,0.79,1.26,0.00,0.99,0.38
0,0.92,1.33,0.00,0.92,0.38
0,0.86,1.19,0.00,0.92,0.32
0,0.79,1.46,0.00,0.99,0.18
0,0.79,1.46,0.00,0.92,0.32
0,0.79,1.40,0.00,0.92,0.38
0,0.79,1.46,0.00,0.92,0.32
0,0.79,1.60,0.00,0.86,0.38
0,0.79,1.40,0.00,0.92,0.38
0,0.79,1.46,0.00,0.92,0.45
0,0.79,1.46,0.00,0.92,0.25
0,0.79,1.53,0.00,0.92,0.32
0,0.92,1.46,0.00,0.92,0.32
0,0.79,1.53,0.00,0.99,0.38
0,0.79,1.46,0.00,0.92,0.38
0,0.79,1.60,0.00,0.86,0.38
0,0.79,1.46,0.00,0.92,0.38
0,0.79,1.46,0.00,0.92,0.45
0,0.79,1.33,0.00,0.99,0.38
0,0.79,1.67,0.00,0.92,0.38
0,0.79,1.60,0.00,0.99,0.38
0,0.79,1.73,0.00,0.99,0.45
0,0.79,1.60,0.00,0.99,0.38
0,0.92,1.40,0.00,0.92,0.38
0,0.79,1.40,0.00,0.99,0.45
0,0.79,1.46,0.00,0.92,0.38
0,0.79,1.40,0.00,0.99,0.38
0,0.86,1.46,0.00,0.92,0.38
0,0.79,1.46,0.00,0.92,0.38
0,0.79,1.60,0.00,0.99,0.38
0,0.79,1.53,0.00,0.92,0.32
0,0.79,1.53,0.00,0.92,0.38
0,0.92,1.53,0.00,0.92,0.32
0,0.79,1.53,0.00,0.99,0.38
0,0.79,1.53,0.00,0.99,0.38
0,0.65,1.53,0.00,0.99,0.38
0,0.79,1.46,0.00,0.99,0.38
0,0.79,1.60,0.00,0.99,0.38
0,0.79,1.46,0.00,0.92,0.25
0,0.72,1.46,0.00,0.99,0.38
0,0.79,1.53,0.00,0.99,0.32
0,0.92,1.46,0.00,0.99,0.38
0,0.79,1.46,0.00,0.92,0.45
0,0.79,1.40,0.00,0.99,0.32
0,0.79,1.53,0.00,0.92,0.45
0,0.79,1.40,0.00,0.86,0.38
0,0.79,1.46,0.00,0.92,0.45
0,0.79,1.46,0.00,0.99,0.45
0,0.79,1.46,0.00,0.92,0.38
0,0.79,1.40,0.00,0.99,0.52
0,0.79,1.53,0.00,0.99,0.45
0,0.79,1.60,0.00,1.06,0.52
0,0.79,1.53,0.00,0.92,0.65
0,0.92,1.46,0.00,0.92,0.52
0,0.72,1.46,0.00,1.06,0.52
0,0.79,1.53,0.00,0.99,0.59
0,0.72,1.33,0.00,0.92,0.52
0,0.79,1.46,0.00,0.99,0.52
0,0.79,1.53,0.00,0.99,0.52
0,0.86,1.33,0.00,0.99,0.59
0,0.79,1.53,0.00,0.92,0.52
0,0.86,1.53,0.00,0.92,0.52
0,0.72,1.53,0.00,0.99,0.52
0,0.92,1.53,0.00,1.13,0.45
0,0.79,1.46,0.00,0.99,0.52
0,0.86,1.33,0.00,0.99,0.45
0,0.65,1.53,0.00,0.92,0.52
0,0.79,1.53,0.00,0.99,0.59
0,0.79,1.53,0.00,0.99,0.45
0,0.79,1.46,0.00,0.99,0.52
