Angle,UpperRight,LowerRight,UpperMiddle,LowerLeft,UpperLeft
0,

0,0.52,3.15,0.00,2.41,0.86
0,59,3.15,0.00,2.41,0.92
0,0.52,3.15,0.00,2.34,0.86
0,0.59,3.15,0.00,2.41,0.86
0,0.59,3.15,0.00,2.41,0.86
0,0.52,3.15,0.00,2.41,0.86
0,59,3.15,0.00,2.41,0.92
0,0.52,3.15,0.00,2.34,0.86
0,0.59,3.15,0.00,2.41,0.86
0,0.59,3.15,0.00,2.41,0.86
0,0.52,3.15,0.00,2.41,0.86
0,0.59,3.08,0.00,2.34,0.86
0,0.52,3.15,0.00,2.34,0.86
0,0.52,3.22,0.00,2.34,0.86
0,0.65,3.22,0.00,2.34,0.92
0,0.45,3.22,0.00,2.27,0.92
0,0.52,3.22,0.00,2.34,0.92
0,0.59,3.15,0.00,2.34,0.92
0,0.52,3.08,0.00,2.34,0.92
0,0.59,3.22,0.00,2.41,0.86
0,0.59,3.15,0.00,2.41,0.92
0,0.52,3.22,0.00,2.34,0.86
0,0.59,3.15,0.00,2.34,0.92
0,0.79,3.22,0.00,2.41,0.86
0,0.59,3.22,0.00,2.34,0.99
0,0.59,3.22,0.00,2.27,0.92
0,0.59,3.22,0.00,2.27,0.79
0,0.59,3.29,0.00,2.41,0.92
0,0.59,3.22,0.00,2.34,0.86
0,0.59,3.22,0.00,2.34,0.86
0,0.52,3.22,0.00,2.41,0.92
0,0.52,3.22,0.00,2.34,0.92
0,0.59,3.22,0.00,2.34,0.86
0,0.52,3.22,0.00,2.34,0.92
0,0.59,3.22,0.00,2.34,0.92
0,0.52,3.22,0.00,2.41,0.86
0,0.59,3.02,0.00,2.54,0.92
0,0.59,3.08,0.00,2.41,0.79
0,0.45,3.08,0.00,2.41,0.99
0,0.59,3.02,0.00,2.48,0.86
0,0.52,3.15,0.00,2.41,0.92
0,0.59,3.15,0.00,2.48,0.86
0,0.59,3.15,0.00,2.41,0.79
0,0.52,3.29,0.00,2.41,0.92
0,0.59,3.15,0.00,2.41,0.92
0,0.52,3.22,0.00,2.41,0.86
0,0.59,3.15,0.00,2.41,0.86
0,0.59,3.15,0.00,2.41,0.99
0,0.52,3.22,0.00,2.41,0.86
0,0.59,3.15,0.00,2.34,0.86
0,0.59,3.22,0.00,2.41,0.92
0,0.45,3.22,0.00,2.34,0.86
0,0.59,3.08,0.00,2.27,0.92
0,0.52,3.22,0.00,2.41,0.92
0,0.59,3.22,0.00,2.34,0.92
0,0.59,3.22,0.00,2.41,0.92
0,0.59,3.22,0.00,2.34,0.92
0,0.65,3.22,0.00,2.41,0.86
0,0.59,3.15,0.00,2.34,0.86
0,0.45,3.15,0.00,2.34,0.92
0,0.79,3.15,0.00,2.34,0.92
0,0.59,3.15,0.00,2.41,0.86
0,0.59,3.29,0.00,2.54,0.92
0,0.38,3.22,0.00,2.34,0.86
0,0.52,3.22,0.00,2.41,0.86
0,0.59,3.22,0.00,2.21,0.79
0,0.45,3.29,0.00,2.61,0.92
0,0.59,3.15,0.00,2.41,0.92
0,0.59,3.15,0.00,2.41,0.92
0,0.59,3.15,0.00,2.41,0.86
0,0.45,3.22,0.00,2.34,0.86
0,0.59,3.22,0.00,2.41,0.92
0,0.59,3.22,0.00,2.34,0.86
0,0.72,3.22,0.00,2.41,0.86
0,0.59,3.35,0.00,2.34,0.92
0,0.59,3.22,0.00,2.41,0.92
0,0.52,3.22,0.00,2.41,0.79
0,0.45,3.22,0.00,2.34,0.86
0,0.59,3.22,0.00,2.34,0.92
0,0.72,3.22,0.00,2.48,0.86
0,0.65,3.22,0.00,2.41,0.86
0,0.59,3.22,0.00,2.41,0.86
0,0.59,3.22,0.00,2.34,0.92
0,0.59,3.22,0.00,2.41,0.92
0,0.59,3.29,0.00,2.54,0.92
0,0.59,3.22,0.00,2.41,1.06
0,0.59,3.22,0.00,2.41,0.79
0,0.59,3.29,0.00,2.34,0.86
0,0.72,3.22,0.00,2.41,0.79
0,0.59,3.22,0.00,2.34,0.86
0,0.59,3.08,0.00,2.41,0.86
0,0.59,3.15,0.00,2.34,0.86
0,0.59,3.35,0.00,2.41,0.92
0,0.59,3.15,0.00,2.41,0.92
0,0.59,3.22,0.00,2.41,0.86
0,0.59,3.29,0.00,2.48,0.86
0,0.52,3.22,0.00,2.48,0.86
0,0.65,3.22,0.00,2.54,0.86
0,0.59,3.22,0.00,2.41,0.86
0,0.52,3.22,0.00,2.41,0.79
0,0.59,3.22,0.00,2.41,0.86
0,0.52,3.15,0.00,2.41,0.86
0,0.59,3.22,0.00,2.41,0.92
0,0.59,3.22,0.00,2.41,0.92
0,0.59,3.15,0.00,2.41,0.92
0,0.59,3.15,0.00,2.41,0.92
0,0.38,3.22,0.00,2.41,0.86
0,0.59,3.15,0.00,2.41,0.92
0,0.59,3.15,0.00,2.41,0.92
0,0.45,3.15,0.00,2.41,0.99
0,0.59,3.22,0.00,2.41,0.86
0,0.52,3.22,0.00,2.41,0.86
0,0.59,3.22,0.00,2.41,0.92
0,0.65,3.22,0.00,2.41,0.92
0,0.59,3.22,0.00,2.41,0.92
0,0.59,3.08,0.00,2.41,0.86
0,0.59,3.22,0.00,2.41,0.92
0,0.45,3.22,0.00,2.41,0.86
0,0.59,3.22,0.00,2.41,0.86
0,0.59,3.22,0.00,2.41,0.92
0,0.59,3.22,0.00,2.41,0.86
0,0.59,3.22,0.00,2.34,0.86
0,0.59,3.08,0.00,2.41,0.86
0,0.59,3.22,0.00,2.41,0.92
0,0.59,3.22,0.00,2.27,0.86
0,0.59,3.15,0.00,2.41,0.86
0,0.59,3.29,0.00,2.54,0.92
0,0.72,3.22,0.00,2.48,0.79
0,0.59,3.22,0.00,2.41,0.86
0,0.45,3.08,0.00,2.34,0.92
0,0.52,3.22,0.00,2.54,0.86
0,0.59,3.22,0.00,2.27,0.86
0,0.59,3.35,0.00,2.41,0.86
0,0.59,3.22,0.00,2.41,0.92
0,0.59,3.22,0.00,2.41,1.06
0,0.45,3.22,0.00,2.41,0.92
0,0.65,3.22,0.00,2.41,0.86
0,0.59,3.22,0.00,2.41,0.79
0,0.59,3.22,0.00,2.48,0.92
0,0.59,3.22,0.00,2.41,0.92
0,0.59,3.22,0.00,2.41,0.92
0,0.59,3.29,0.00,2.41,0.86
0,0.52,3.22,0.00,2.41,0.86
0,0.65,3.15,0.00,2.41,0.92
0,0.52,3.22,0.00,2.41,0.92
0,0.59,3.15,0.00,2.41,0.86
0,0.59,3.22,0.00,2.41,0.92
0,0.45,3.22,0.00,2.41,0.86
0,0.52,3.22,0.00,2.41,0.86
0,0.52,3.15,0.00,2.54,0.79
0,0.59,3.22,0.00,2.34,0.86
0,0.59,3.15,0.00,2.54,0.99
0,0.59,3.22,0.00,2.41,0.92
0,0.59,3.22,0.00,2.41,0.92
0,0.72,3.15,0.00,2.48,0.86
