Angle,UpperRight,LowerRight,UpperMiddle,LowerLeft,UpperLeft
0,0.59,1.73,0,2.34,1.13
0,0.59,1.87,0,2.41,1.13
0,0.65,1.87,0,2.41,1.13
0,0.59,1.8,0,2.34,1.13
0,0.59,1.73,0,2.34,1.13
0,0.59,2.07,0,2.27,0.99
0,0.45,2.14,0,2.34,0.99
0,0.65,2.14,0,2.27,1.06
0,0.59,2.21,0,2.27,1.13
0,0.52,2.21,0,2.27,1.06
0,0.59,2.07,0,2.14,1.06
0,0.52,2.07,0,2.27,1.13
0,0.52,2.14,0,2.27,1.06
0,0.52,2.21,0,2.27,1.06
0,0.65,2.21,0,2.27,1.13
0,0.65,2.41,0,2.34,1.13
0,0.59,2.27,0,2.34,1.19
0,0.59,2.27,0,2.34,1.06
0,0.59,2.27,0,2.34,1.13
0,0.59,2.34,0,2.34,1.19
0,0.59,2.14,0,2.48,1.13
0,0.45,2.34,0,2.34,1.13
0,0.59,2.27,0,2.34,1.13
0,0.59,2.34,0,2.34,1.13
0,0.65,2.34,0,2.21,1.13
0,0.65,2.27,0,2.34,1.13
0,0.72,2.27,0,2.27,1.13
0,0.65,2.27,0,2.27,1.19
0,0.72,2.48,0,2.34,1.13
0,0.72,2.27,0,2.34,1.13
0,0.65,2.27,0,2.21,1.06
0,0.65,2.27,0,2.34,1.13
0,0.59,2.27,0,2.48,1.06
0,0.59,2.34,0,2.34,0.86
0,0.65,2.27,0,2.34,1.13
0,0.65,2.41,0,2.34,1.13
0,0.52,2.41,0,2.34,1.13
0,0.38,2.41,0,2.27,1.13
0,0.52,2.27,0,2.27,1.13
0,0.65,2.34,0,2.34,1.13
0,0.65,2.34,0,2.34,1.13
0,0.65,2.34,0,2.34,1.06
0,0.79,2.34,0,2.34,1.13
0,0.59,2.21,0,2.34,1.13
0,0.65,2.34,0,2.14,1.19
0,0.65,2.34,0,2.34,1.13
0,0.65,2.27,0,2.34,1.13
0,0.65,2.27,0,2.27,1.13
0,0.59,2.34,0,2.34,1.13
0,0.65,2.27,0,2.21,1.13
0,0.65,2.48,0,2.27,1.19
0,0.65,2.41,0,2.34,1.13
0,0.59,2.27,0,2.34,1.06
0,0.59,2.41,0,2.34,1.26
0,0.65,2.48,0,2.27,1.13
0,0.52,2.34,0,2.27,1.13
0,0.65,2.34,0,2.27,1.13
0,0.52,2.21,0,2.34,1.33
0,0.52,2.34,0,2.34,1.13
0,0.52,2.34,0,2.34,1.13
0,0.52,2.21,0,2.34,1.19
0,0.52,2.21,0,2.34,1.13
0,0.59,2.27,0,2.34,1.13
0,0.59,2.41,0,2.34,1.13
0,0.52,2.41,0,2.27,1.13
0,0.59,2.41,0,2.41,1.13
0,0.59,2.27,0,2.27,1.19
0,0.59,2.34,0,2.27,1.13
0,0.59,2.34,0,2.41,1.19
0,0.59,2.27,0,2.34,1.13
0,0.59,2.34,0,2.34,1.19
0,0.59,2.34,0,2.34,1.13
0,0.59,2.41,0,2.34,1.33
0,0.52,2.41,0,2.34,1.06
0,0.59,2.14,0,2.41,0.92
0,0.45,2.27,0,2.21,1.13
0,0.52,2.34,0,2.34,1.19
0,0.72,2.27,0,2.41,1.13
0,0.52,2.34,0,2.27,1.13
0,0.59,2.34,0,2.34,1.13
0,0.59,2.34,0,2.27,1.13
0,0.52,2.34,0,2.21,1.06
0,0.59,2.41,0,2.41,1.13
0,0.52,2.41,0,2.34,1.13
0,0.59,2.34,0,2.34,1.19
0,0.65,2.34,0,2.27,1.13
0,0.59,2.21,0,2.34,1.19
0,0.45,2.54,0,2.21,0.92
0,0.45,3.56,0,2.34,0.92
0,0.32,4.1,0,2.48,0.86
0,0.59,4.23,0,2.27,0.92
0,0.59,3.96,0,2.34,0.99
0,0.72,3.69,0,2.27,0.99
0,0.72,4.1,0,2.21,0.92
0,0.65,4.16,0,2.41,0.92
0,0.79,4.1,0,2.27,0.86
0,0.79,4.16,0,2.27,0.92
0,0.65,4.16,0,2.41,0.92
0,0.72,4.3,0,2.21,0.92
0,0.72,4.23,0,2.27,0.86
0,0.86,4.3,0,2.27,0.92
0,0.72,4.43,0,2.27,0.99
0,0.72,4.43,0,2.27,1.06
0,0.86,4.43,0,2.34,0.92
0,0.72,4.43,0,2.34,0.92
0,0.72,4.43,0,2.27,0.92
0,0.72,4.37,0,2.27,1.06
0,0.72,4.3,0,2.41,0.99
0,0.79,4.23,0,2.34,1.13
0,0.72,4.23,0,2.34,1.13
0,0.79,4.16,0,2.27,0.99
0,0.79,4.1,0,2.27,0.92
0,0.79,4.16,0,2.34,0.99
0,0.79,4.1,0,2.34,0.92
0,0.72,4.23,0,2.27,0.92
0,0.72,4.16,0,2.27,0.99
0,0.72,4.23,0,2.21,0.99
0,0.72,4.23,0,2.27,0.99
0,0.72,4.23,0,2.41,1.06
0,0.86,4.23,0,2.41,0.99
0,0.79,4.3,0,2.34,0.92
0,0.79,4.5,0,2.34,0.99
0,0.72,4.37,0,2.34,0.99
0,0.79,4.3,0,2.27,0.99
0,0.92,4.43,0,2.27,0.92
0,0.79,4.37,0,2.21,1.06
0,0.79,4.37,0,2.41,0.99
0,0.72,4.43,0,2.34,0.99
0,0.72,4.3,0,2.34,0.99
0,0.79,4.43,0,2.27,0.99
0,0.79,4.43,0,2.34,0.99
0,0.79,4.43,0,2.34,0.99
