Angle,UpperRight,LowerRight,UpperMiddle,LowerLeft,UpperLeft
0,0.92,2.21,0,0.86,1.53
0,0.92,2.21,0,0.86,1.53
0,0.92,2.21,0,0.86,1.53
0,0.92,2.27,0,0.79,1.6
0,0.92,2.21,0,0.86,1.53
0,0.86,2.21,0,0.99,1.53
0,0.92,2.07,0,0.99,1.53
0,0.86,1.94,0,0.86,1.46
0,0.86,2.07,0,0.99,1.46
0,1.06,1.94,0,0.99,1.53
0,0.79,2,0,0.99,1.46
0,0.99,1.94,0,1.06,1.46
0,1.13,2,0,1.06,1.6
0,1.13,2.14,0,1.06,1.46
0,1.06,2,0,1.06,1.53
0,1.13,1.87,0,0.92,1.53
0,1.19,2,0,0.99,1.53
0,1.06,2,0,0.99,1.6
0,1.13,2,0,1.19,1.46
0,0.92,2.07,0,1.53,1.06
0,0.86,1.6,0,1.13,0.86
0,0.92,1.94,0,1.26,0.65
0,1.06,2.07,0,1.46,0.72
0,0.99,1.94,0,1.4,0.72
0,0.92,2.14,0,1.19,0.86
0,0.92,2.21,0,1.19,0.79
0,0.92,2,0,1.13,1.13
0,0.92,2.07,0,1.13,1.06
0,0.92,2.07,0,1.13,1.19
0,0.92,2.07,0,1.13,1.13
0,0.99,2.07,0,1.19,1.06
0,0.99,2.14,0,1.19,1.06
0,0.86,2.21,0,1.26,1.06
0,0.99,2.27,0,1.33,0.99
0,1.06,2.07,0,1.26,0.92
0,0.99,2.07,0,1.19,0.99
0,0.99,2,0,1.19,0.86
0,1.13,2.14,0,1.13,0.92
0,0.92,2.07,0,1.06,0.99
0,0.99,2,0,1.19,0.99
0,1.06,2,0,1.19,0.99
0,0.99,2.07,0,1.19,0.99
0,0.92,1.94,0,1.19,0.99
0,1.06,2.07,0,1.19,1.06
0,1.06,1.94,0,1.26,0.92
0,0.99,2,0,1.26,0.92
0,1.06,1.94,0,1.26,1.06
0,1.06,1.87,0,1.26,0.92
0,1.06,1.87,0,1.26,0.92
0,1.06,1.94,0,1.26,0.92
0,0.99,1.94,0,1.33,0.92
0,0.99,2,0,1.26,0.92
0,0.99,2,0,1.26,0.92
0,0.99,1.87,0,1.46,0.92
0,0.99,1.87,0,1.26,0.92
0,0.99,1.94,0,1.26,0.79
0,0.99,1.87,0,1.33,0.99
0,0.99,1.73,0,1.26,0.92
0,0.99,1.87,0,1.19,0.99
0,1.06,1.8,0,1.26,0.92
0,1.06,1.87,0,1.19,0.99
0,0.99,1.94,0,1.33,1.06
0,0.79,1.67,0,1.26,0.86
0,0.92,1.87,0,1.26,0.92
0,0.92,2,0,1.26,0.99
0,1.06,1.87,0,1.33,0.99
0,1.13,1.73,0,1.19,0.99
0,0.99,1.94,0,1.26,0.99
0,1.13,2,0,1.19,0.99
