Angle,UpperRight,LowerRight,UpperMiddle,LowerLeft,UpperLeft
0,0.86,1.4,0,1.26,1.73
0,0.86,1.46,0,1.19,1.73
0,0.86,1.4,0,1.33,1.73
0,0.79,1.46,0,1.4,1.73
0,0.79,1.46,0,1.4,1.73
0,0.86,1.4,0,1.4,1.67
0,0.86,1.4,0,1.4,1.67
0,0.79,1.19,0,1.4,1.73
0,0.79,1.26,0,1.33,1.73
0,0.79,1.33,0,1.4,1.73
0,0.86,1.26,0,1.4,1.73
0,0.86,1.33,0,1.33,1.73
0,0.86,1.26,0,1.4,1.73
0,0.72,1.26,0,1.4,1.73
0,0.79,1.26,0,1.46,1.73
0,0.79,1.26,0,1.46,1.67
0,0.86,1.26,0,1.4,1.73
0,0.86,1.13,0,1.33,1.73
0,0.86,1.26,0,1.46,1.73
0,0.79,1.13,0,1.4,1.73
0,0.86,1.19,0,1.4,1.87
0,0.86,1.19,0,1.4,1.67
0,0.86,1.19,0,1.4,1.73
0,0.86,1.26,0,1.4,1.73
0,0.92,1.26,0,1.46,1.73
0,0.79,1.13,0,1.4,1.73
0,0.86,1.33,0,1.4,1.73
0,0.79,1.4,0,1.46,1.73
0,0.86,1.13,0,1.4,1.73
0,0.72,1.19,0,1.4,1.73
0,0.79,1.26,0,1.4,1.73
0,0.99,1.19,0,1.4,1.73
0,0.79,1.19,0,1.33,1.73
0,0.92,1.19,0,1.26,1.73
0,0.92,1.19,0,1.33,1.73
0,0.92,1.26,0,1.33,1.73
0,0.92,1.26,0,1.4,1.73
0,0.92,1.33,0,1.33,1.73
0,0.86,1.46,0,1.4,1.73
0,0.86,1.6,0,1.26,1.73
0,0.86,1.46,0,1.33,1.73
0,0.92,1.53,0,1.19,1.73
0,0.72,1.46,0,1.19,1.73
0,1.06,1.4,0,1.26,1.73
0,0.86,1.53,0,1.13,1.87
0,0.79,1.6,0,1.19,1.73
0,0.86,1.6,0,1.19,1.87
0,0.86,1.6,0,1.13,1.73
0,0.86,1.6,0,1.06,1.67
0,0.92,1.67,0,1.19,1.73
0,0.86,1.53,0,1.13,1.6
0,0.86,1.6,0,1.13,1.73
0,0.86,1.53,0,1.13,1.73
0,0.86,1.53,0,1.13,1.73
0,0.79,1.53,0,1.13,1.73
0,0.86,1.53,0,1.06,1.73
0,0.92,1.53,0,1.13,1.73
0,0.92,1.46,0,1.26,1.73
0,0.92,1.53,0,1.13,1.73
0,0.92,1.53,0,1.13,1.73
0,0.86,1.53,0,1.13,1.73
0,0.92,1.53,0,1.33,1.73
0,0.86,1.46,0,1.13,1.73
0,0.92,1.4,0,1.13,1.73
0,0.86,1.46,0,1.13,1.73
0,0.92,1.46,0,1.13,1.73
0,0.92,1.46,0,1.13,1.73
0,0.99,1.46,0,1.13,1.67
0,0.92,1.4,0,1.19,1.73
0,0.86,1.53,0,1.19,1.67
0,0.99,1.4,0,1.19,1.73
0,0.92,1.46,0,1.26,1.73
0,0.92,1.46,0,1.19,1.73
0,0.92,1.46,0,1.33,1.73
0,0.92,1.6,0,1.19,1.73
0,0.86,1.53,0,1.19,1.73
0,0.86,1.33,0,1.19,1.73
0,0.92,1.46,0,1.19,1.73
0,0.92,1.4,0,1.19,1.67
0,0.92,1.33,0,1.19,1.67
0,0.92,1.4,0,1.19,1.73
0,0.92,1.4,0,1.19,1.73
0,0.92,1.4,0,1.19,1.73
0,0.92,1.33,0,1.33,1.73
0,0.86,1.4,0,1.13,1.73
0,0.92,1.33,0,1.19,1.73
0,0.92,1.33,0,1.13,1.73
0,0.86,1.33,0,1.13,1.73
0,0.99,1.4,0,1.19,1.73
0,0.99,1.6,0,1.19,1.73
0,0.92,1.4,0,1.13,1.73
0,0.92,1.4,0,1.19,1.67
0,0.92,1.4,0,1.26,1.73
0,0.92,1.46,0,1.19,1.73
0,0.92,1.4,0,1.19,1.73
0,0.92,1.33,0,1.19,1.73
0,0.86,1.33,0,1.19,1.73
0,0.92,1.26,0,1.33,1.73
0,0.92,1.33,0,1.19,1.73
0,0.99,1.53,0,1.13,1.73
0,0.99,1.4,0,1.13,1.67
0,0.99,1.4,0,1.19,1.73
0,0.86,1.53,0,1.19,1.87
0,0.92,1.4,0,1.19,1.8
0,0.86,1.26,0,1.19,1.73
0,0.99,1.4,0,1.19,1.73
0,0.92,1.4,0,1.19,1.67
0,0.99,1.4,0,1.4,1.8
0,0.99,1.46,0,1.13,1.73
0,0.99,1.46,0,1.33,1.73
0,1.13,1.19,0,1.13,1.73
0,0.92,1.4,0,1.19,1.73
0,0.99,1.46,0,1.19,1.73
0,0.92,1.33,0,1.13,1.6
0,0.79,1.4,0,1.13,1.46
0,0.79,1.33,0,1.13,1.53
0,0.99,1.4,0,1.06,1.6
0,0.92,1.46,0,1.13,1.73
0,0.92,1.4,0,1.19,1.67
0,0.99,1.4,0,1.19,1.67
0,1.06,1.46,0,0.99,1.67
0,0.92,1.4,0,1.13,1.67
0,1.13,1.33,0,1.19,1.6
0,0.92,1.4,0,1.26,1.53
0,0.99,1.46,0,1.13,1.73
0,1.06,1.4,0,1.06,1.6
0,0.92,1.67,0,1.19,1.46
0,0.92,1.46,0,1.13,1.46
0,0.99,1.6,0,1.19,1.53
0,0.99,1.4,0,1.19,1.33
0,0.92,1.4,0,1.19,1.46
0,0.79,1.4,0,1.26,1.53
0,0.65,1.53,0,1.19,1.53
0,0.79,1.4,0,1.19,1.53
0,0.86,1.33,0,1.19,1.53
0,0.92,1.4,0,1.13,1.53
0,0.92,1.4,0,1.13,1.53
0,0.99,1.46,0,1.13,1.53
0,0.99,1.4,0,1.19,1.46
0,0.92,1.33,0,1.19,1.4
0,0.92,1.4,0,1.26,1.46
0,1.06,1.46,0,1.33,1.53
0,0.72,1.46,0,1.26,1.46
0,0.79,1.4,0,1.33,1.53
0,0.86,1.4,0,1.26,1.46
0,0.86,1.4,0,1.33,1.46
0,0.86,1.53,0,1.26,1.46
0,0.92,1.4,0,1.13,1.53
0,0.92,1.33,0,1.26,1.46
0,0.92,1.4,0,1.26,1.46
0,0.92,1.4,0,1.33,1.46
0,0.99,1.4,0,1.26,1.4
0,0.92,1.4,0,1.26,1.46
0,0.86,1.46,0,1.26,1.6
0,0.86,1.4,0,1.33,1.53
0,0.86,1.06,0,1.26,1.46
0,0.99,1.19,0,1.19,1.46
0,0.92,1.33,0,1.33,1.53
0,0.99,1.46,0,1.4,1.53
0,0.99,1.4,0,1.4,1.6
0,0.92,1.6,0,1.4,1.53
0,0.99,1.4,0,1.4,1.4
0,1.06,1.4,0,1.46,1.46
0,1.06,1.53,0,1.4,1.4
0,1.06,1.53,0,1.46,1.53
0,1.06,1.73,0,1.4,1.53
0,0.99,1.6,0,1.4,1.53
0,1.06,1.46,0,1.33,1.53
0,0.99,1.46,0,1.4,1.53
0,0.92,1.53,0,1.33,1.53
0,1.06,1.53,0,1.4,1.53
0,0.99,1.33,0,1.33,1.53
0,0.92,1.4,0,1.4,1.46
0,1.06,1.46,0,1.4,1.46
0,1.19,1.46,0,1.33,1.53
0,0.99,1.26,0,1.33,1.53
0,0.79,1.33,0,1.33,1.46
0,1.06,1.26,0,1.46,1.46
0,0.86,1.6,0,1.46,1.53
0,0.79,1.6,0,1.26,1.73
0,0.92,1.6,0,1.26,1.53
0,0.92,1.53,0,1.26,1.6
0,0.92,1.53,0,1.19,1.53
0,0.99,1.46,0,1.26,1.46
0,0.86,1.53,0,1.4,1.53
0,0.59,1.53,0,1.33,1.46
0,0.92,1.53,0,1.4,1.46
0,1.06,1.6,0,1.33,1.46
0,0.99,1.8,0,1.4,1.46
0,0.86,1.73,0,1.33,1.46
0,0.79,1.67,0,1.33,1.53
0,0.92,1.73,0,1.33,1.53
0,0.99,1.6,0,1.33,1.46
0,0.86,1.53,0,1.46,1.53
0,0.86,1.6,0,1.4,1.53
0,0.86,1.8,0,1.4,1.46
0,1.06,1.73,0,1.33,1.53
0,0.92,1.6,0,1.4,1.53
0,0.86,1.67,0,1.33,1.46
0,0.86,1.67,0,1.26,1.53
0,0.86,1.67,0,1.4,1.53
0,0.86,1.67,0,1.4,1.46
0,0.92,1.67,0,1.4,1.53
0,0.92,1.6,0,1.46,1.53
0,0.72,1.13,0,1.26,1.4
0,0.59,2.75,0,1.46,1.4
0,0.25,4.3,0,1.53,0.99
0,0.18,4.1,0,1.46,1.4
0,0.52,4.3,0,1.46,1.53
0,0.52,4.57,0,1.67,1.67
0,0.45,5.04,0,1.53,1.73
0,0.59,4.97,0,1.26,1.67
0,0.52,4.77,0,1.33,1.73
0,0.52,4.97,0,1.46,1.8
0,0.45,4.84,0,1.19,1.87
0,0.38,4.77,0,1.26,1.73
0,0.45,4.77,0,1.19,1.94
0,0.52,4.77,0,1.26,1.87
0,0.59,5.04,0,1.46,1.94
0,0.52,5.24,0,1.26,1.94
0,0.52,5.11,0,1.19,2
0,0.52,5.11,0,1.33,1.87
0,0.52,4.91,0,1.33,1.94
0,0.52,5.04,0,1.26,1.94
0,0.52,5.04,0,1.26,1.94
0,0.59,5.11,0,1.26,1.94
0,0.65,4.97,0,1.33,1.94
0,0.65,4.97,0,1.33,1.94
0,0.65,4.91,0,1.4,1.94
0,0.72,4.84,0,1.33,1.94
0,0.79,4.77,0,1.33,2
0,0.79,4.77,0,1.33,1.94
0,0.79,4.77,0,1.33,2
0,0.86,4.77,0,1.4,1.94
0,0.86,4.77,0,1.4,1.94
0,0.92,4.77,0,1.26,1.94
0,0.99,4.84,0,1.33,1.94
0,0.99,4.84,0,1.46,1.94
0,0.86,4.91,0,1.46,2
0,0.99,4.91,0,1.46,1.94
0,0.86,4.97,0,1.4,2
0,0.86,4.97,0,1.46,2
0,0.92,4.77,0,1.46,2
0,0.86,4.91,0,1.46,2
0,0.99,4.91,0,1.53,2
0,0.92,4.84,0,1.4,2
0,0.92,4.84,0,1.46,2.14
0,0.99,4.77,0,1.46,2
0,0.92,4.84,0,1.53,1.94
0,0.99,4.97,0,1.46,2
0,0.92,4.7,0,1.4,2
0,0.99,4.77,0,1.46,2
0,0.86,4.7,0,1.53,1.94
0,0.86,4.64,0,1.46,1.94
0,0.86,4.7,0,1.4,2.07
0,0.92,4.84,0,1.46,2.14
0,0.86,4.57,0,1.53,2.07
0,0.99,4.7,0,1.67,2.07
0,0.92,4.7,0,1.53,2
0,1.13,4.77,0,1.53,2
0,0.92,4.77,0,1.53,2.07
