Angle,UpperRight,LowerRight,UpperMiddle,LowerLeft,UpperLeft
0,0.72,3.02,0.00,1.33,1.46
0,0.59,3.08,0.00,1.26,1.46
0,0.59,3.22,0.00,1.26,1.46
0,0.52,3.15,0.00,1.26,1.46
0,0.52,3.08,0.00,1.13,1.46
0,0.38,3.08,0.00,1.26,1.40
0,0.52,3.15,0.00,1.19,1.40
0,0.52,3.15,0.00,1.26,1.46
0,0.52,3.08,0.00,1.19,1.60
0,0.52,3.08,0.00,1.26,1.46
0,0.65,3.02,0.00,1.06,1.46
0,0.52,3.08,0.00,1.19,1.46
0,0.52,3.02,0.00,1.26,1.40
0,0.72,3.08,0.00,1.26,1.46
0,0.59,3.08,0.00,1.26,1.40
0,0.59,3.08,0.00,1.26,1.46
0,0.59,3.15,0.00,1.26,1.46
0,0.52,3.02,0.00,1.26,1.40
0,0.38,3.02,0.00,1.26,1.46
0,0.52,3.02,0.00,1.33,1.46
0,0.65,3.02,0.00,1.26,1.46
0,0.52,3.22,0.00,1.26,1.46
0,0.52,3.08,0.00,1.33,1.40
0,0.59,3.08,0.00,1.26,1.46
0,0.59,3.08,0.00,1.26,1.46
0,0.52,3.08,0.00,1.26,1.46
0,0.59,3.08,0.00,1.26,1.46
0,0.59,3.02,0.00,1.40,1.46
0,0.59,3.08,0.00,1.19,1.46
0,0.59,3.08,0.00,1.26,1.46
0,0.72,3.15,0.00,1.40,1.40
0,0.86,3.22,0.00,1.33,1.40
0,0.72,2.41,0.00,1.40,1.33
0,0.52,2.48,0.00,1.33,1.40
0,0.52,2.54,0.00,1.33,1.40
0,0.52,2.88,0.00,1.33,1.33
0,0.38,2.81,0.00,1.33,1.40
0,0.38,2.68,0.00,1.33,1.33
0,0.45,2.75,0.00,1.46,1.40
0,0.52,2.75,0.00,0.86,1.06
0,0.86,2.54,0.00,1.19,1.67
0,0.45,3.22,0.00,1.26,1.73
0,0.52,2.95,0.00,1.80,1.67
0,0.72,2.34,0.00,1.73,1.73
0,0.86,2.48,0.00,1.94,1.80
0,0.86,2.75,0.00,1.94,1.87
0,0.59,2.61,0.00,2.00,1.73
0,0.65,2.75,0.00,1.87,1.53
0,0.65,2.75,0.00,2.27,1.26
0,0.59,2.68,0.00,2.00,1.33
0,0.52,2.68,0.00,2.14,1.60
0,0.52,2.81,0.00,1.94,1.60
0,0.65,2.75,0.00,1.46,1.67
