Angle,UpperRight,LowerRight,UpperMiddle,LowerLeft,UpperLeft
0,0.65,2.95,0.00,2.21,1.19
0,0.72,2.95,0.00,2.07,1.33
0,0.65,2.95,0.00,2.27,1.19
0,0.65,3.08,0.00,2.07,1.26
0,0.65,2.88,0.00,2.14,1.13
0,0.59,3.08,0.00,2.07,1.13
0,0.86,3.08,0.00,2.07,1.26
0,0.65,3.02,0.00,2.14,1.26
0,0.65,3.02,0.00,2.14,1.26
0,0.65,2.95,0.00,2.00,1.19
0,0.72,2.88,0.00,2.07,1.19
0,0.65,3.15,0.00,2.14,1.19
0,0.72,3.02,0.00,2.07,1.19
0,0.65,3.08,0.00,2.21,1.33
0,0.72,3.08,0.00,2.07,1.19
0,0.65,3.08,0.00,2.00,1.19
0,0.65,3.08,0.00,2.07,1.26
0,0.65,3.08,0.00,2.07,1.26
0,0.59,3.08,0.00,2.14,1.26
0,0.65,3.15,0.00,2.07,1.26
0,0.65,3.08,0.00,2.07,1.26
0,0.79,2.95,0.00,2.00,1.26
0,0.65,3.02,0.00,2.07,1.13
0,0.65,3.02,0.00,2.21,1.19
0,0.65,3.08,0.00,2.07,1.26
0,0.72,3.08,0.00,2.07,1.19
0,0.52,3.15,0.00,2.07,1.26
0,0.65,3.02,0.00,2.00,1.26
0,0.65,3.08,0.00,1.94,1.19
0,0.59,3.02,0.00,2.07,1.19
0,0.65,3.02,0.00,2.14,1.13
0,0.65,3.02,0.00,2.07,1.26
0,0.65,3.08,0.00,2.07,1.13
0,0.65,2.95,0.00,2.07,1.26
0,0.65,3.08,0.00,2.07,1.26
0,0.65,3.15,0.00,2.07,1.13
0,0.59,3.08,0.00,2.00,1.13
0,0.65,3.15,0.00,2.07,1.26
0,0.65,3.15,0.00,1.94,1.26
0,0.65,3.15,0.00,2.07,1.26
0,0.52,3.08,0.00,2.07,1.26
0,0.72,3.08,0.00,2.00,1.13
0,0.65,3.08,0.00,2.14,1.19
0,0.65,3.02,0.00,2.07,1.26
0,0.65,3.08,0.00,2.07,1.19
0,0.52,3.08,0.00,2.07,1.26
0,0.65,2.95,0.00,2.07,1.33
0,0.65,3.15,0.00,2.00,1.26
0,0.65,3.15,0.00,2.07,1.19
0,0.65,3.15,0.00,2.00,1.26
0,0.65,3.08,0.00,2.07,1.26
0,0.59,3.08,0.00,2.07,1.19
0,0.65,2.95,0.00,2.07,1.13
0,0.72,3.08,0.00,2.07,1.26
0,0.65,3.08,0.00,2.00,1.19
0,0.52,3.08,0.00,2.00,1.19
0,0.65,3.15,0.00,2.07,1.26
0,0.65,3.15,0.00,2.07,1.13
0,0.65,3.08,0.00,1.94,1.19
0,0.65,3.02,0.00,2.00,1.19
0,0.65,3.08,0.00,2.00,1.33
0,0.65,3.22,0.00,2.07,1.26
0,0.65,2.95,0.00,2.00,1.13
0,0.79,2.95,0.00,2.00,1.26
0,0.65,2.95,0.00,2.07,1.26
0,0.65,3.02,0.00,2.00,1.26
0,0.65,3.29,0.00,2.07,1.13
0,0.65,3.15,0.00,2.00,1.19
0,0.79,3.15,0.00,2.00,1.26
0,0.65,3.15,0.00,2.07,1.19
0,0.65,3.08,0.00,2.00,1.26
0,0.72,3.08,0.00,2.00,1.26
0,0.65,3.15,0.00,2.07,1.26
0,0.65,3.15,0.00,2.00,1.13
0,0.65,3.02,0.00,2.07,1.40
0,0.65,3.08,0.00,2.00,1.19
0,0.65,3.08,0.00,2.07,1.19
0,0.65,3.02,0.00,2.00,1.26
0,0.65,3.02,0.00,2.07,1.19
0,0.65,3.08,0.00,2.00,1.26
0,0.65,3.08,0.00,1.94,1.19
0,0.59,3.15,0.00,2.07,1.19
0,0.65,3.08,0.00,2.00,1.26
0,0.65,3.15,0.00,2.07,1.26
0,0.65,3.15,0.00,2.00,1.33
0,0.65,3.15,0.00,2.00,1.19
0,0.65,3.15,0.00,2.07,1.26
0,0.65,3.22,0.00,2.07,1.26
0,0.65,3.22,0.00,2.00,1.26
0,0.65,3.15,0.00,2.00,1.40
0,0.65,3.15,0.00,2.07,1.26
0,0.65,3.08,0.00,2.21,1.19
0,0.65,3.15,0.00,2.00,1.13
0,0.65,3.08,0.00,2.07,1.19
0,0.65,3.29,0.00,2.07,1.13
0,0.59,3.22,0.00,2.07,1.26
0,0.59,3.22,0.00,2.00,1.26
0,0.72,3.15,0.00,2.07,1.26
0,0.65,3.15,0.00,2.07,1.26
0,0.72,2.95,0.00,2.07,1.19
0,0.59,3.15,0.00,2.00,1.06
0,0.59,3.15,0.00,2.07,1.26
0,0.59,3.15,0.00,2.07,1.19
0,0.59,3.08,0.00,2.00,1.19
0,0.65,3.02,0.00,2.07,1.13
0,0.65,2.95,0.00,2.07,1.19
0,0.65,2.95,0.00,2.07,1.19
0,0.65,2.88,0.00,2.14,1.26
0,0.65,3.02,0.00,2.14,1.26
0,0.59,3.08,0.00,2.14,1.26
0,0.59,3.02,0.00,2.07,1.26
0,0.59,3.02,0.00,2.21,1.26
0,0.59,2.95,0.00,2.07,1.19
0,0.52,3.02,0.00,2.07,1.19
0,0.52,3.02,0.00,2.14,1.26
0,0.52,3.08,0.00,2.07,1.26
0,0.52,3.08,0.00,2.07,1.19
0,0.52,3.15,0.00,2.07,1.40
0,0.52,3.22,0.00,2.14,1.26
0,0.52,3.15,0.00,2.07,1.26
0,0.52,3.15,0.00,2.14,1.33
0,0.52,3.02,0.00,2.14,1.26
0,0.52,3.02,0.00,2.14,1.19
0,0.45,3.02,0.00,2.14,1.19
0,0.52,3.08,0.00,2.14,1.26
0,0.38,3.08,0.00,2.07,1.33
0,0.45,3.08,0.00,2.14,1.26
0,0.45,3.02,0.00,2.07,1.19
0,0.45,3.08,0.00,2.00,1.19
0,0.45,3.08,0.00,2.07,1.19
0,0.52,3.02,0.00,2.07,1.19
0,0.52,3.08,0.00,2.07,1.19
0,0.52,3.08,0.00,2.07,1.19
0,0.52,3.15,0.00,2.14,1.26
0,0.38,3.22,0.00,2.14,1.26
0,0.45,3.29,0.00,2.07,1.19
0,0.45,3.08,0.00,2.07,1.26
0,0.45,3.15,0.00,2.07,1.19
0,0.45,3.02,0.00,2.07,1.26
0,0.45,3.02,0.00,2.07,1.26
0,0.45,2.95,0.00,2.14,1.26
0,0.52,3.22,0.00,2.07,1.26
0,0.52,3.22,0.00,2.14,1.19
0,0.45,3.08,0.00,2.14,1.19
0,0.45,3.08,0.00,2.07,1.26
0,0.65,2.95,0.00,2.14,1.26
0,0.52,3.02,0.00,2.07,1.13
0,0.45,3.08,0.00,2.21,1.26
0,0.52,3.02,0.00,2.14,1.19
0,0.65,3.02,0.00,2.07,1.13
0,0.45,3.15,0.00,2.07,1.26
0,0.52,3.02,0.00,2.07,1.13
0,0.52,3.08,0.00,2.07,1.26
0,0.52,3.08,0.00,2.14,1.19
0,0.45,3.08,0.00,2.07,1.26
0,0.52,3.08,0.00,2.07,1.26
0,0.52,3.08,0.00,2.07,1.26
0,0.52,3.15,0.00,2.07,1.33
0,0.45,3.15,0.00,2.07,1.19
0,0.45,3.08,0.00,2.21,1.26
0,0.45,3.15,0.00,2.14,1.26
0,0.52,3.08,0.00,2.07,1.26
0,0.65,3.08,0.00,2.14,1.19
0,0.45,3.08,0.00,2.07,1.26
0,0.59,3.08,0.00,2.07,1.26
0,0.45,3.08,0.00,2.07,1.26
0,0.52,3.08,0.00,2.07,1.33
0,0.52,3.08,0.00,2.07,1.26
0,0.59,3.08,0.00,1.87,1.26
0,0.65,3.08,0.00,2.00,1.19
0,0.52,3.08,0.00,2.07,1.26
0,0.52,3.08,0.00,2.07,1.26
0,0.52,3.02,0.00,2.00,1.26
0,0.52,3.08,0.00,1.87,1.26
0,0.52,3.08,0.00,2.00,1.26
0,0.65,3.02,0.00,2.07,1.19
0,0.52,3.02,0.00,2.07,1.26
0,0.59,3.08,0.00,2.07,1.19
0,0.59,3.08,0.00,2.07,1.33
0,0.52,3.08,0.00,2.07,1.26
0,0.52,3.08,0.00,2.00,1.26
0,0.52,3.02,0.00,2.07,1.33
0,0.45,3.08,0.00,2.00,1.26
0,0.52,3.08,0.00,2.07,1.26
0,0.45,3.08,0.00,2.07,1.26
0,0.52,3.02,0.00,2.07,1.26
0,0.52,3.08,0.00,2.07,1.26
0,0.45,2.95,0.00,2.00,1.19
0,0.52,2.95,0.00,2.07,1.13
0,0.52,3.08,0.00,2.07,1.19
0,0.52,2.95,0.00,2.07,1.26
0,0.52,3.08,0.00,2.07,1.26
0,0.52,3.02,0.00,2.07,1.26
0,0.52,3.02,0.00,2.07,1.26
0,0.52,3.08,0.00,2.07,1.26
