Angle,UpperRight,LowerRight,UpperMiddle,LowerLeft,UpperLeft
0,0.99,2.27,0,1.67,1.13
0,0.99,2.21,0,1.67,1.13
0,0.99,2.27,0,1.67,1.13
0,0.99,2.21,0,1.67,1.13
0,0.99,2.27,0,1.67,1.13
0,0.99,2.41,0,1.67,1.26
0,0.99,2.27,0,1.73,1.13
0,0.99,2.27,0,1.73,1.13
0,1.19,2.27,0,1.73,1.13
0,0.99,2.27,0,1.73,1.19
0,1.06,2.27,0,1.8,1.19
0,1.06,2.34,0,1.73,1.13
0,1.13,2.34,0,1.8,1.13
0,1.19,2.34,0,1.8,1.13
0,0.92,2.34,0,1.8,1.13
0,1.06,2.34,0,1.73,1.13
0,1.06,2.34,0,1.73,1.19
0,0.99,2.34,0,1.73,1.13
0,1.13,2.34,0,1.73,1.13
0,1.06,2.34,0,1.67,1.13
0,1.06,2.34,0,1.73,1.13
0,1.06,2.34,0,1.73,1.13
0,1.06,2.21,0,1.67,1.13
0,0.92,2.27,0,1.73,1.13
0,1.06,2.34,0,1.67,1.13
0,0.99,2.27,0,1.67,1.13
0,1.26,2.27,0,1.73,1.13
0,1.06,2.27,0,1.8,1.13
0,1.13,2.21,0,1.8,1.13
0,1.19,2.27,0,1.8,1.13
0,1.06,2.27,0,1.94,1.13
0,1.06,2.21,0,1.73,1.26
0,1.13,2.07,0,1.87,1.19
0,1.13,2.14,0,2.21,1.13
0,1.13,2.14,0,2.14,1.06
0,1.13,2.07,0,2.14,1.13
0,1.06,2.07,0,2.14,1.13
0,1.13,2.07,0,2.21,1.13
0,1.13,2.07,0,2.21,0.99
0,1.13,2.07,0,2.07,1.06
0,1.13,2.21,0,2.14,1.13
0,1.19,2.14,0,2.21,1.13
0,1.13,2.14,0,2.21,1.13
0,1.26,2.14,0,2.14,1.13
0,1.13,2.07,0,2.34,1.13
0,1.19,2.07,0,2.34,1.06
0,1.13,2.07,0,2.27,1.13
0,1.19,2.07,0,2.34,1.13
0,1.13,2.21,0,2.34,1.13
0,1.26,2.14,0,2.34,1.26
0,1.13,2.07,0,2.34,1.13
0,1.06,2.14,0,2.27,1.13
0,1.13,2.14,0,2.21,1.06
0,1.13,2,0,2.21,1.19
0,1.13,2.21,0,2.21,1.06
0,1.13,2.27,0,2.27,1.13
0,1.13,2.21,0,2.14,1.19
0,1.13,2.27,0,2.21,1.13
0,1.13,2.14,0,2.27,1.13
0,1.13,2.14,0,2.21,1.06
0,1.13,2.21,0,2.21,1.13
0,1.13,2.21,0,2.34,1.13
0,1.13,2.21,0,2.34,1.13
0,1.13,2.21,0,2.34,1.13
0,1.06,2.21,0,2.34,1.13
0,1.19,2.41,0,2.41,0.99
0,1.06,2.27,0,2.34,1.13
0,1.06,2.27,0,2.34,1.13
0,1.19,2.21,0,2.34,1.13
0,1.13,2.27,0,2.41,1.26
0,1.06,2.27,0,2.34,1.06
0,1.13,2.27,0,2.27,1.26
0,0.99,2.27,0,2.34,1.13
0,1.19,2.27,0,2.27,1.13
0,1.13,2.27,0,2.27,1.13
0,1.13,2.27,0,2.34,1.13
0,1.13,2.27,0,2.27,1.13
0,1.13,2.27,0,2.34,1.13
0,1.13,2.21,0,2.21,1.06
0,1.06,2.21,0,2.34,1.13
0,1.06,2.21,0,2.41,1.13
0,1.13,2.21,0,2.34,1.13
0,1.06,2.21,0,2.34,1.13
0,1.13,2.21,0,2.34,1.13
0,1.06,2.21,0,2.21,1.13
0,1.13,2.21,0,2.34,1.19
0,1.06,2.27,0,2.27,1.13
0,1.13,2.27,0,2.48,1.06
0,1.13,2.21,0,2.34,1.13
0,1.06,2.14,0,2.34,1.13
0,1.19,2.27,0,2.27,1.13
0,1.13,2.21,0,2.21,1.13
0,1.19,2.27,0,2.27,1.13
0,1.06,2.21,0,2.27,1.13
0,1.13,2.21,0,2.27,1.13
0,1.06,2.21,0,2.34,1.06
