Angle,UpperRight,LowerRight,UpperMiddle,LowerLeft,UpperLeft
0,0.86,1.46,0,1.67,0.79
0,0.86,1.4,0,1.8,0.79
0,0.86,1.4,0,1.8,0.79
0,0.92,1.46,0,1.6,0.86
0,0.79,1.4,0,1.73,0.79
0,0.86,1.46,0,1.73,0.72
0,1.06,1.53,0,1.73,0.79
0,0.92,1.4,0,1.73,0.79
0,0.86,1.6,0,1.73,0.72
0,0.92,1.4,0,1.67,0.79
0,0.92,1.46,0,1.67,0.79
0,0.92,1.53,0,1.67,0.79
0,0.92,1.4,0,1.67,0.79
0,0.92,1.4,0,1.53,0.92
0,0.79,1.33,0,1.67,0.79
0,0.92,1.19,0,1.67,0.79
0,0.92,1.33,0,1.8,0.79
0,0.92,1.46,0,1.67,0.79
0,0.86,1.53,0,1.67,0.65
0,1.06,1.46,0,1.6,0.79
0,0.92,1.46,0,1.6,0.72
0,0.92,1.46,0,1.53,0.79
0,0.92,1.4,0,1.6,0.79
0,0.92,1.46,0,1.67,0.79
0,0.86,1.67,0,1.67,0.72
0,0.92,1.67,0,1.6,0.79
0,0.86,1.6,0,1.67,0.79
0,0.86,1.73,0,1.6,0.79
0,0.92,1.73,0,1.67,0.65
0,0.86,1.8,0,1.67,0.79
0,0.86,1.8,0,1.73,0.79
0,0.92,1.8,0,1.73,0.79
0,0.92,1.73,0,1.67,0.79
0,0.86,1.94,0,1.67,0.79
0,0.86,2,0,1.67,0.79
0,0.86,2,0,1.6,0.79
0,0.79,2.07,0,1.53,0.79
0,0.92,2.07,0,1.6,0.79
0,0.86,2,0,1.67,0.79
0,0.86,1.94,0,1.73,0.86
0,0.92,1.73,0,1.6,0.79
0,0.99,1.8,0,1.4,0.79
0,0.86,1.94,0,1.53,0.79
0,0.86,1.94,0,1.53,0.79
0,0.79,1.94,0,1.53,0.79
0,0.86,1.87,0,1.53,0.72
0,0.86,1.87,0,1.53,0.79
0,0.86,1.87,0,1.53,0.79
0,0.79,1.94,0,1.4,0.79
0,0.86,1.73,0,1.46,0.79
0,0.92,1.73,0,1.53,0.79
0,0.72,1.87,0,1.53,0.79
0,0.72,1.87,0,1.4,0.79
0,0.86,1.73,0,1.46,0.86
0,0.86,1.73,0,1.53,0.79
0,0.86,1.67,0,1.6,0.79
0,0.86,1.67,0,1.46,0.79
0,0.79,1.8,0,1.46,0.86
0,0.86,1.73,0,1.4,0.79
0,0.86,1.73,0,1.46,0.79
0,0.92,1.8,0,1.53,0.79
0,0.99,1.8,0,1.46,0.79
0,0.86,1.87,0,1.6,0.79
0,0.86,2,0,1.53,0.72
0,0.86,1.87,0,1.6,0.79
0,0.86,1.94,0,1.6,0.65
0,0.79,1.94,0,1.6,0.79
0,0.72,1.8,0,1.67,0.72
0,0.72,2,0,1.6,0.72
0,0.79,1.8,0,1.8,0.72
0,0.72,1.73,0,1.67,0.72
0,0.72,1.8,0,1.6,0.79
0,0.72,2,0,1.67,0.79
0,0.72,1.8,0,1.6,0.72
0,0.72,1.87,0,1.67,0.79
0,0.72,1.87,0,1.6,0.65
0,0.65,1.87,0,1.67,0.72
0,0.72,1.73,0,1.67,0.72
0,0.72,1.87,0,1.53,0.79
0,0.65,2,0,1.67,0.79
0,0.72,1.8,0,1.73,0.72
0,0.59,1.87,0,1.73,0.72
0,0.72,2,0,1.73,0.72
0,0.59,1.87,0,1.73,0.72
0,0.72,1.94,0,1.67,0.79
0,0.79,2,0,1.67,0.72
0,0.65,1.8,0,1.67,0.79
0,0.72,2,0,1.6,0.65
0,0.72,1.94,0,1.67,0.79
0,0.72,1.94,0,1.6,0.72
0,0.72,1.8,0,1.67,0.72
0,0.72,1.67,0,1.8,0.65
0,0.65,1.8,0,1.8,0.92
0,0.72,1.8,0,1.73,0.72
0,0.72,1.87,0,1.8,0.72
0,0.72,1.94,0,1.8,0.72
0,0.65,2,0,1.87,0.72
0,0.72,1.8,0,1.87,0.72
0,0.65,1.87,0,1.87,0.72
0,0.65,1.87,0,1.94,0.72
0,0.72,1.94,0,1.87,0.72
0,0.72,1.8,0,1.87,0.79
0,0.72,1.8,0,1.87,0.65
0,0.72,1.8,0,1.87,0.72
0,0.72,1.87,0,1.87,0.72
0,0.72,1.8,0,1.94,0.72
0,0.72,1.87,0,1.8,0.72
0,0.65,1.8,0,1.87,0.72
0,0.65,1.8,0,1.8,0.72
0,0.72,1.87,0,1.94,0.72
0,0.72,1.87,0,2,0.65
0,0.72,1.73,0,1.94,0.72
0,0.72,1.87,0,1.94,0.72
0,0.72,1.8,0,1.94,0.65
0,0.72,1.8,0,1.87,0.72
0,0.65,1.8,0,1.94,0.72
0,0.59,1.8,0,1.94,0.72
0,0.86,1.8,0,1.94,0.72
0,0.72,1.8,0,1.94,0.72
0,0.72,1.8,0,1.94,0.65
0,0.59,1.8,0,1.94,0.72
0,0.72,1.8,0,2,0.72
0,0.72,1.87,0,1.87,0.72
0,0.79,1.87,0,1.94,0.65
0,0.72,1.87,0,1.94,0.65
0,0.72,2,0,1.94,0.65
0,0.72,1.8,0,1.94,0.59
0,0.72,1.8,0,1.87,0.72
0,0.86,1.87,0,1.94,0.65
0,0.72,1.87,0,1.94,0.72
0,0.72,1.8,0,1.94,0.65
0,0.72,1.8,0,1.94,0.65
0,0.72,2,0,2,0.65
0,0.72,1.87,0,2,0.72
0,0.65,1.87,0,1.94,0.72
0,0.72,1.87,0,1.94,0.72
0,0.72,1.8,0,1.94,0.65
0,0.72,1.87,0,1.94,0.72
0,0.72,1.87,0,2,0.72
0,0.72,1.8,0,1.94,0.72
0,0.72,1.94,0,1.94,0.65
0,0.72,1.87,0,1.94,0.72
0,0.65,1.87,0,1.8,0.72
0,0.72,1.8,0,1.94,0.79
