Angle,UpperRight,LowerRight,UpperMiddle,LowerLeft,UpperLeft
0,0.86,2.14,0,2.07,0.79
0,0.86,2.14,0,2,0.79
0,0.92,2.14,0,2.07,0.79
0,0.92,1.94,0,2.07,0.86
0,1.06,1.87,0,2.21,0.79
0,0.92,1.94,0,2.27,0.79
0,0.99,1.94,0,2.21,0.79
0,1.13,1.87,0,2.21,0.79
0,1.06,1.94,0,2.21,0.72
0,1.06,1.8,0,2.21,0.79
0,1.06,1.87,0,2.14,0.79
0,1.06,1.94,0,2.34,0.79
0,1.06,1.87,0,2.21,0.79
0,1.06,1.87,0,2.14,0.79
0,0.92,1.87,0,2.21,0.79
0,0.86,1.87,0,2.21,0.79
0,0.99,1.94,0,2.14,0.86
0,0.92,1.94,0,2.27,0.72
0,0.99,1.87,0,2.14,0.72
0,0.86,1.87,0,2.07,0.79
0,0.92,1.87,0,2.21,0.79
0,0.86,1.87,0,2.14,0.72
0,0.92,1.87,0,2.14,0.79
0,0.92,1.94,0,2.14,0.72
0,0.92,1.94,0,2.21,0.79
0,0.99,1.94,0,2.14,0.92
0,0.92,1.94,0,2.14,0.86
0,0.86,2,0,2.21,0.79
0,1.06,2.07,0,2.21,0.79
0,0.79,2,0,2.21,0.79
0,0.86,1.94,0,2.14,0.79
0,0.92,1.94,0,2.14,0.86
0,0.86,1.94,0,2.14,0.86
0,0.92,2,0,2.21,0.79
0,0.92,2,0,2.21,0.72
0,0.79,1.94,0,2.14,0.65
0,0.79,2,0,2.14,0.79
0,0.72,2,0,2.14,0.79
0,0.86,1.94,0,2.07,0.79
0,0.92,1.94,0,2.14,0.72
0,0.79,1.94,0,2.07,0.59
0,0.99,2,0,2.21,0.79
0,0.86,2.07,0,2.14,0.79
0,0.86,1.94,0,2.21,0.79
0,0.86,2,0,2.21,0.79
0,0.86,1.94,0,2.21,0.79
0,0.79,1.94,0,2.14,0.79
0,0.86,1.94,0,2.07,0.72
0,0.86,1.8,0,2,0.79
0,0.92,1.87,0,2.14,0.79
0,0.92,1.94,0,2.21,0.79
0,0.92,1.94,0,2.14,0.79
0,0.92,2,0,2.21,0.79
0,0.79,1.87,0,2.14,0.79
0,0.86,1.87,0,2.07,0.86
0,0.92,1.87,0,2.14,0.79
0,0.86,1.87,0,2.14,0.79
0,0.86,1.94,0,2.14,0.86
0,0.86,1.94,0,2.14,0.79
0,0.92,1.94,0,2.14,0.86
0,0.86,1.73,0,2.14,0.86
0,0.72,1.87,0,2.14,0.79
0,0.86,1.8,0,2.21,0.79
0,0.86,1.8,0,2.14,0.79
0,0.92,1.87,0,2.14,0.79
0,0.79,1.87,0,2.14,0.79
0,0.79,1.94,0,2.07,0.86
0,0.92,1.87,0,2.14,0.79
0,0.79,1.8,0,2.14,0.79
0,0.79,1.8,0,2.14,0.86
0,0.99,1.8,0,2.14,0.79
0,0.86,2,0,2.21,0.79
0,0.86,1.87,0,2.14,0.79
0,0.79,1.73,0,2.14,0.86
0,0.86,1.87,0,2.14,0.79
0,0.65,1.87,0,2.21,0.86
0,0.79,1.8,0,2.14,0.86
0,0.79,1.8,0,2.14,0.86
0,0.72,1.87,0,2.07,0.86
0,0.79,1.8,0,2.14,0.86
0,0.86,1.87,0,2.14,0.79
0,0.79,1.8,0,2.07,0.86
0,0.79,1.73,0,2.14,0.86
0,0.86,1.87,0,2.21,0.79
0,0.79,1.94,0,2.14,0.86
0,0.79,1.8,0,2.21,0.86
