Angle,UpperRight,LowerRight,UpperMiddle,LowerLeft,UpperLeft
0,.92,2.41,0.00,2.34,1.13
0,0.99,2.48,0.,2.27,1.13
0,0.92,2.41,0.00,2.27,1.19
0,0.99,2.41,0.00,2.27,1.13
0,0.99,2.34,0.00,2.34,1.19
0,0.92,2.41,0.00,2.34,1.13
0,0.99,2.48,0.0.92,3.15,0.00,2.34,1.19
0,0.92,3.15,0.00,2.27,1.13
0,0.92,3.15,0.00,2.27,1.06
0,0.92,3.29,0.00,2.27,1.13
0,0.92,3.29,0.00,2.34,1.13
0,0.86,3.15,0.00,2.27,1.13
0,0.86,3.15,0.00,2.27,1.13
0,0.92,3.35,0.00,2.27,1.06
0,0.92,3.22,0.00,2.27,1.13
0,0.86,3.22,0.00,2.41,1.13
0,0.92,3.15,0.00,2.27,1.13
0,0.99,3.22,0.00,2.27,1.19
0,0.86,3.15,0.00,2.27,1.13
0,0.99,3.15,0.00,2.27,1.13
0,0.99,3.22,0.00,2.34,1.13
0,0.92,3.22,0.00,2.21,1.19
0,1.13,3.22,0.00,2.27,1.13
0,0.86,3.22,0.00,2.27,1.13
0,0.99,3.29,0.00,2.27,1.19
0,0.79,3.22,0.00,2.27,1.19
0,0.92,3.08,0.00,2.27,1.13
0,0.92,3.22,0.00,2.21,1.13
0,0.92,3.22,0.00,2.27,1.13
0,0.92,3.22,0.00,2.27,1.19
0,0.92,3.22,0.00,2.27,1.13
0,0.92,3.22,0.00,2.21,1.33
0,0.92,3.08,0.00,2.27,1.19
0,0.99,3.22,0.00,2.27,1.13
0,0.99,3.08,0.00,2.27,1.13
0,0.92,3.35,0.00,2.27,1.13
0,0.92,3.15,0.00,2.27,1.13
0,0.92,3.15,0.00,2.21,1.13
0,0.92,3.15,0.00,2.27,1.26
0,0.92,3.08,0.00,2.27,1.13
0,0.92,3.22,0.00,2.21,1.13
0,0.92,3.15,0.00,2.27,1.13
0,1.13,3.15,0.00,2.21,1.13
0,0.86,3.15,0.00,2.21,1.13
0,0.99,3.02,0.00,2.27,1.13
0,0.92,3.08,0.00,2.41,1.13
0,0.92,3.15,0.00,2.14,1.13
0,0.99,3.08,0.00,2.27,1.13
0,0.92,3.15,0.00,2.27,0.99
0,0.99,3.29,0.00,2.27,1.13
0,0.92,3.15,0.00,2.27,1.19
0,0.99,3.15,0.00,2.21,1.13
0,0.92,3.22,0.00,2.21,1.13
0,0.99,3.22,0.00,2.27,1.19
0,0.92,3.22,0.00,2.27,1.13
0,0.92,3.15,0.00,2.27,1.13
0,0.92,3.15,0.00,2.21,1.13
0,0.92,3.29,0.00,2.34,1.13
0,0.92,3.15,0.00,2.21,0.99
0,0.92,3.22,0.00,2.41,1.13
0,0.99,3.15,0.00,2.27,1.06
0,0.92,3.15,0.00,2.27,1.06
0,0.92,3.15,0.00,2.27,1.13
0,0.92,3.22,0.00,2.27,1.13
0,1.06,3.15,0.00,2.27,1.13
0,0.92,3.15,0.00,2.27,1.13
0,0.92,3.15,0.00,2.34,1.19
0,0.92,3.15,0.00,2.27,1.13
0,0.92,3.15,0.00,2.27,1.13
0,0.92,3.15,0.00,2.21,1.13
0,0.99,3.15,0.00,2.27,1.06
0,0.92,3.22,0.00,2.27,1.13
0,0.92,3.15,0.00,2.27,1.13
0,0.99,3.15,0.00,2.27,1.13
0,0.92,3.22,0.00,2.27,1.13
0,0.92,3.15,0.00,2.27,1.13
0,0.92,3.15,0.00,2.27,1.13
0,0.99,3.15,0.00,2.27,1.13
0,0.99,3.15,0.00,2.27,1.13
0,0.86,3.15,0.00,2.27,1.13
0,0.79,3.15,0.00,2.27,1.13
0,0.92,3.15,0.00,2.14,1.19
0,0.92,3.22,0.00,2.27,1.06
0,0.92,3.22,0.00,2.27,1.13
0,0.92,3.22,0.00,2.21,1.13
0,0.92,3.08,0.00,2.27,1.13
0,0.92,3.15,0.00,2.27,1.19
0,0.99,3.15,0.00,2.27,1.13
0,1.06,3.22,0.00,2.34,1.19
0,0.92,3.15,0.00,2.27,1.19
0,0.86,3.08,0.00,2.21,1.13
0,0.92,3.15,0.00,2.27,1.19
0,0.86,3.15,0.00,2.27,1.19
0,1.13,3.15,0.00,2.27,1.26
0,0.92,3.15,0.00,2.27,1.19
0,0.99,3.22,0.00,2.27,1.19
0,1.13,3.42,0.00,2.21,1.13
0,0.65,4.03,0.00,2.34,0.99
0,0.59,3.76,0.00,2.14,1.06
0,0.52,3.83,0.00,2.21,0.92
0,0.65,3.69,0.00,2.21,1.13
0,0.59,3.83,0.00,2.21,1.26
0,0.65,3.89,0.00,2.27,1.13
0,0.65,3.89,0.00,2.27,0.99
0,0.79,3.89,0.00,2.21,1.13
0,0.52,3.96,0.00,2.34,1.13
0,0.65,3.89,0.00,2.34,1.13
0,0.52,4.03,0.00,2.34,1.13
0,0.72,3.96,0.00,2.21,1.19
0,0.65,3.96,0.00,2.27,1.06
0,0.65,4.03,0.00,2.21,1.13
0,0.72,3.96,0.00,2.21,1.06
0,0.72,4.03,0.00,2.34,1.13
0,0.72,4.03,0.00,2.27,1.13
0,0.65,4.10,0.00,2.34,1.13
0,0.59,4.16,0.00,2.34,1.13
0,0.72,4.16,0.00,2.27,1.13
0,0.79,4.10,0.00,2.21,1.19
0,0.72,4.30,0.00,2.34,1.13
0,0.65,4.30,0.00,2.27,1.13
0,0.79,4.16,0.00,2.27,1.13
0,0.65,4.30,0.00,2.27,1.13
0,0.65,4.30,0.00,2.27,1.13
0,0.72,4.23,0.00,2.21,1.06
0,0.65,4.30,0.00,2.27,1.13
0,0.72,4.37,0.00,2.27,1.13
0,0.65,4.23,0.00,2.34,1.13
0,0.65,4.30,0.00,2.34,1.13
0,0.65,4.30,0.00,2.34,1.33
0,0.72,4.30,0.00,2.27,1.13
0,0.65,4.43,0.00,2.27,1.13
0,0.59,4.30,0.00,2.34,1.13
0,0.72,4.30,0.00,2.34,1.13
0,0.65,4.30,0.00,2.27,1.13
0,0.72,4.30,0.00,2.41,1.13
0,0.72,4.30,0.00,2.48,1.19
0,0.65,4.23,0.00,2.34,1.13
0,0.52,4.16,0.00,2.14,1.13
0,0.65,4.10,0.00,2.41,1.13
0,0.65,4.16,0.00,2.14,1.13
0,0.65,4.10,0.00,2.27,1.13
0,0.65,4.16,0.00,2.27,1.13
