Angle,UpperRight,LowerRight,UpperMiddle,LowerLeft,UpperLeft
0,1.87,9.7,0,1.33,2.07
0,1.94,9.7,0,1.4,2.07
0,1.87,9.56,0,1.4,2
0,1.94,9.56,0,1.33,2
0,1.87,9.36,0,1.33,2
0,1.73,9.49,0,1.46,2
0,1.87,9.49,0,1.46,2
0,1.8,9.7,0,1.4,2.21
0,1.8,9.83,0,1.33,2
0,1.8,9.7,0,1.4,2.07
0,1.8,9.63,0,1.46,2
0,1.8,9.7,0,1.4,2.07
0,1.8,9.49,0,1.26,2
0,1.8,9.36,0,1.4,2.07
0,1.6,8.14,0,1.19,1.73
0,1.6,7.2,0,1.4,1.8
0,1.19,6.19,0,0.79,1.6
0,1.67,5.18,0,0.65,1.46
0,1.19,3.56,0,0.99,1.94
0,0.79,3.56,0,0.86,2.07
0,0.59,2.27,0,0.38,1.87
0,0.72,2.21,0,0.59,1.46
0,0.59,2.61,0,0.25,1.8
0,0.79,2.75,0,0.72,1.6
0,0.79,2.21,0,0.32,1.67
0,0.86,2.41,0,0.32,1.67
0,0.79,2.14,0,0.65,1.87
0,0.79,2.54,0,0.79,2
0,0.72,2.54,0,0.65,2
0,0.65,2.54,0,0.86,1.87
0,0.65,2.54,0,0.79,2.07
0,0.59,2.61,0,0.86,2.07
0,0.52,2.68,0,0.86,2.07
0,0.45,2.81,0,0.92,2.14
0,0.52,2.48,0,0.86,2.14
0,0.52,2.48,0,0.86,2.07
0,0.38,2.48,0,0.79,2.14
0,0.52,2.48,0,0.92,2.14
0,0.45,2.48,0,0.92,2.14
0,0.45,2.27,0,0.92,2.07
0,0.45,2.34,0,0.92,2.07
0,0.52,2.21,0,0.86,2.14
0,0.45,2.14,0,0.86,2.14
0,0.45,2.21,0,0.92,2.07
0,0.45,2.27,0,0.92,2.27
0,0.52,2.27,0,0.92,2
0,0.52,2.34,0,0.92,2.14
0,0.52,2.48,0,0.86,2.14
0,0.52,2.48,0,1.13,2.07
0,0.45,2.61,0,0.92,2.07
0,0.59,2.48,0,0.92,2.14
0,0.52,2.48,0,0.92,2
0,0.52,2.48,0,0.99,2.21
0,0.45,2.48,0,0.99,2.07
0,0.45,2.88,0,0.92,2.07
0,0.45,2.81,0,0.92,2.14
0,0.45,3.02,0,0.92,2.07
