Angle,UpperRight,LowerRight,UpperMiddle,LowerLeft,UpperLeft
0,0.52,2.34,0.00,1.60,1.87
0,0.59,2.34,0.00,1.53,1.87
0,0.52,2.34,0.00,1.60,1.94
0,0.45,2.41,0.00,1.40,1.87
0,0.65,2.34,0.00,1.53,1.87
0,0.65,2.21,0.00,1.53,1.80
0,0.45,2.41,0.00,1.53,1.87
0,0.45,2.34,0.00,1.53,1.87
0,0.45,2.27,0.00,1.53,1.87
0,0.52,2.34,0.00,1.40,1.87
0,0.45,2.27,0.00,1.53,1.87
0,0.45,2.34,0.00,1.53,1.87
0,0.52,2.34,0.00,1.46,1.80
0,0.59,2.34,0.00,1.33,1.87
0,0.52,2.34,0.00,1.53,1.94
0,0.45,2.34,0.00,1.53,1.87
0,0.45,2.34,0.00,1.53,1.94
0,0.45,2.34,0.00,1.53,1.87
0,0.45,2.34,0.00,1.53,1.94
0,0.45,2.41,0.00,1.53,1.87
0,0.45,2.41,0.00,1.53,1.94
0,0.59,2.34,0.00,1.60,1.87
0,0.45,2.34,0.00,1.46,1.87
0,0.45,2.34,0.00,1.53,1.87
0,0.38,2.34,0.00,1.53,1.87
0,0.38,2.27,0.00,1.53,1.87
0,0.38,2.34,0.00,1.46,1.87
0,0.65,2.34,0.00,1.53,1.87
0,0.45,2.34,0.00,1.60,1.87
0,0.45,2.48,0.00,1.53,1.87
0,0.45,2.48,0.00,1.60,1.87
0,0.59,2.14,0.00,1.60,1.80
0,0.45,2.27,0.00,1.60,1.87
0,0.52,2.27,0.00,1.60,1.94
0,0.38,2.27,0.00,1.67,1.87
0,0.45,2.34,0.00,1.53,1.87
0,0.45,2.27,0.00,1.60,1.94
0,0.52,2.21,0.00,1.67,1.87
0,0.45,2.21,0.00,1.60,1.87
0,0.45,2.27,0.00,1.60,1.87
0,0.52,2.27,0.00,1.53,1.87
0,0.45,2.21,0.00,1.53,1.87
0,0.38,2.21,0.00,1.53,1.87
0,0.65,2.21,0.00,1.53,1.87
0,0.45,2.27,0.00,1.53,1.87
0,0.45,2.21,0.00,1.53,1.87
0,0.45,2.27,0.00,1.53,1.87
0,0.52,2.14,0.00,1.46,1.87
0,0.45,2.21,0.00,1.53,1.87
0,0.45,2.21,0.00,1.53,1.87
0,0.45,2.21,0.00,1.60,1.87
0,0.45,2.27,0.00,1.67,1.87
0,0.52,2.21,0.00,1.60,1.94
0,0.45,2.21,0.00,1.53,1.87
0,0.52,2.07,0.00,1.67,1.80
0,0.52,2.21,0.00,1.60,1.87
0,0.52,2.41,0.00,1.60,1.87
0,0.52,2.27,0.00,1.60,1.87
0,0.52,2.41,0.00,1.73,1.87
0,0.59,2.34,0.00,1.67,2.00
0,0.52,2.41,0.00,1.60,1.87
0,0.65,2.34,0.00,1.67,1.87
0,0.59,2.41,0.00,1.53,1.87
0,0.65,2.34,0.00,1.67,1.94
0,0.72,2.27,0.00,1.67,1.87
0,0.59,2.48,0.00,1.67,2.00
0,0.65,2.34,0.00,1.67,1.87
0,0.65,2.34,0.00,1.67,1.87
0,0.65,2.27,0.00,1.67,1.87
0,0.65,2.34,0.00,1.67,1.80
0,0.65,2.34,0.00,1.73,1.94
0,0.59,2.54,0.00,1.73,1.87
0,0.65,2.34,0.00,1.73,1.94
0,0.59,2.34,0.00,1.80,1.87
0,0.59,2.48,0.00,1.67,1.87
0,0.59,2.41,0.00,1.73,1.87
0,0.59,2.27,0.00,1.67,1.94
0,0.45,2.27,0.00,1.67,1.94
0,0.79,2.27,0.00,1.67,1.87
0,0.59,2.41,0.00,1.67,1.94
0,0.65,2.34,0.00,1.67,1.87
0,0.65,2.27,0.00,1.73,1.87
0,0.59,2.41,0.00,1.73,1.87
0,0.45,2.34,0.00,1.80,1.80
0,0.65,2.34,0.00,1.67,1.87
0,0.65,2.48,0.00,1.94,1.94
0,0.65,2.27,0.00,1.80,1.87
0,0.65,2.34,0.00,1.67,1.87
0,0.65,2.41,0.00,1.60,1.94
0,0.65,2.27,0.00,1.73,1.87
0,0.59,2.41,0.00,1.67,1.94
0,0.72,2.61,0.00,1.53,1.94
0,0.59,2.34,0.00,1.60,1.87
0,0.59,2.07,0.00,1.60,1.87
0,0.79,2.68,0.00,1.40,1.40
0,0.32,3.56,0.00,0.99,1.87
0,0.86,5.18,0.00,1.13,1.94
0,0.86,6.19,0.00,1.26,2.41
0,1.26,6.46,0.00,1.46,2.27
0,0.99,6.59,0.00,1.13,2.21
0,1.13,6.46,0.00,1.73,2.34
0,0.99,6.25,0.00,1.87,2.54
0,1.19,6.32,0.00,2.07,2.41
0,1.46,6.59,0.00,1.94,2.41
0,1.40,6.86,0.00,1.67,2.41
0,1.33,6.52,0.00,1.67,2.41
0,1.33,6.46,0.00,1.94,2.34
0,1.40,6.59,0.00,1.94,2.27
0,1.26,6.79,0.00,1.94,2.34
0,1.06,7.06,0.00,1.87,2.34
0,1.06,7.00,0.00,1.80,2.34
0,1.13,6.93,0.00,1.73,2.34
0,1.19,6.79,0.00,1.67,2.34
0,1.19,6.66,0.00,1.60,2.34
0,1.19,6.93,0.00,1.46,2.34
0,1.40,6.86,0.00,1.94,2.27
0,1.06,6.86,0.00,1.60,2.27
0,1.06,7.54,0.00,1.87,2.34
0,1.19,7.47,0.00,1.73,2.41
0,1.19,7.13,0.00,1.80,2.27
0,1.19,7.13,0.00,1.80,2.34
0,1.13,7.20,0.00,1.87,2.41
0,1.13,7.13,0.00,1.80,2.34
0,1.13,7.13,0.00,1.80,2.34
0,1.19,7.33,0.00,1.87,2.34
0,1.19,7.40,0.00,1.87,2.48
0,1.19,7.40,0.00,1.87,2.34
0,1.26,7.47,0.00,1.87,2.34
0,1.19,7.47,0.00,1.87,2.27
0,1.19,7.60,0.00,1.87,2.34
0,1.19,7.67,0.00,1.87,2.48
0,1.19,7.67,0.00,1.94,2.27
0,1.26,7.54,0.00,2.00,2.34
0,1.19,7.74,0.00,1.87,2.41
0,1.06,7.54,0.00,1.80,2.41
0,1.33,7.40,0.00,1.73,2.34
0,1.26,7.33,0.00,1.80,2.41
0,1.19,7.47,0.00,1.87,2.34
0,1.19,7.13,0.00,1.80,2.34
0,1.19,7.13,0.00,1.80,2.41
0,1.19,7.33,0.00,1.87,2.34
0,1.19,7.40,0.00,1.80,2.41
0,1.19,7.54,0.00,1.80,2.34
0,1.19,7.40,0.00,1.87,2.41
0,1.19,7.54,0.00,1.87,2.41
0,1.26,7.60,0.00,1.87,2.48
0,1.26,7.47,0.00,1.87,2.41
0,1.19,7.54,0.00,1.87,2.41
0,1.26,7.47,0.00,1.67,2.41
0,1.19,7.54,0.00,1.73,2.34
0,1.13,7.54,0.00,1.80,2.41
0,1.40,7.60,0.00,1.87,2.41
0,1.46,7.54,0.00,1.87,2.34
0,1.40,7.47,0.00,1.94,2.41
0,1.46,7.54,0.00,1.80,2.41
0,1.53,7.67,0.00,1.80,2.48
0,1.60,7.67,0.00,1.87,2.48
0,1.60,7.54,0.00,1.80,2.48
0,1.60,7.60,0.00,1.73,2.41
0,1.46,7.60,0.00,1.80,2.48
0,1.53,7.40,0.00,1.73,2.41
0,1.46,7.27,0.00,1.87,2.48
0,1.53,7.13,0.00,1.73,2.48
0,1.53,7.20,0.00,1.80,2.41
0,1.53,7.27,0.00,1.80,2.41
0,1.53,7.06,0.00,1.80,2.48
0,1.53,7.27,0.00,1.80,2.48
0,1.60,7.06,0.00,1.80,2.48
0,1.60,6.86,0.00,1.73,2.41
0,1.46,6.93,0.00,1.73,2.48
0,1.53,7.06,0.00,1.80,2.48
0,1.53,6.86,0.00,1.60,2.48
0,1.60,7.06,0.00,1.67,2.48
0,1.53,6.86,0.00,1.73,2.41
0,1.73,6.86,0.00,1.80,2.48
0,1.60,7.13,0.00,1.80,2.48
0,1.67,7.20,0.00,1.80,2.34
0,1.60,7.27,0.00,1.67,2.48
0,1.60,7.33,0.00,1.80,2.48
0,1.53,7.54,0.00,1.80,2.41
0,1.60,7.54,0.00,1.73,2.48
0,1.53,7.47,0.00,1.80,2.54
0,1.53,7.33,0.00,1.46,2.34
0,1.60,6.39,0.00,1.60,2.00
0,1.73,5.24,0.00,1.60,1.87
0,1.33,4.84,0.00,1.13,0.79
0,0.72,3.56,0.00,0.79,1.60
0,0.86,2.00,0.00,0.99,2.14
0,0.38,2.34,0.00,1.06,2.14
0,0.65,2.41,0.00,0.79,2.07
0,0.79,2.34,0.00,0.99,2.07
0,0.99,1.94,0.00,0.99,2.14
0,1.06,2.21,0.00,1.13,2.27
0,1.26,2.41,0.00,1.26,2.27
0,1.33,2.41,0.00,1.19,2.14
0,1.33,2.34,0.00,1.19,2.27
0,1.33,2.34,0.00,1.26,2.21
0,1.19,2.48,0.00,1.26,2.21
0,1.33,2.27,0.00,1.19,2.27
0,1.33,2.54,0.00,1.26,2.21
0,1.06,2.61,0.00,1.26,2.21
0,0.65,2.34,0.00,1.26,1.87
0,0.52,2.27,0.00,1.26,2.00
0,0.79,2.00,0.00,1.19,2.00
0,0.72,2.07,0.00,1.33,2.00
0,0.59,2.54,0.00,1.26,2.07
0,0.45,2.41,0.00,1.19,1.94
0,0.59,2.21,0.00,1.13,2.07
0,0.79,2.00,0.00,1.06,2.00
0,0.65,2.00,0.00,1.06,2.00
0,0.52,1.60,0.00,1.06,2.00
0,0.59,1.67,0.00,1.06,2.07
0,0.59,1.67,0.00,1.13,2.00
0,0.52,1.46,0.00,1.13,2.07
0,0.45,1.94,0.00,1.06,2.07
0,0.45,1.73,0.00,1.13,2.00
0,0.38,1.60,0.00,1.06,2.07
0,0.45,1.87,0.00,1.13,2.07
0,0.32,2.14,0.00,1.19,2.07
0,0.38,1.87,0.00,0.79,2.07
0,0.32,1.73,0.00,1.19,2.00
0,0.52,1.94,0.00,1.40,2.21
0,0.79,1.80,0.00,1.33,2.07
0,0.52,1.94,0.00,1.06,2.21
0,0.79,2.34,0.00,1.13,2.27
0,0.38,2.41,0.00,1.19,2.21
0,0.52,2.21,0.00,1.06,2.61
0,0.65,2.68,0.00,1.19,2.54
