Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
KT,2/27/2018 3:18:42 PM,1,150,True,False
KT,2/27/2018 3:18:58 PM,2,150,True,False
KT,2/27/2018 3:19:12 PM,3,132,True,False
KT,2/27/2018 3:19:25 PM,4,132,True,False
KT,2/27/2018 3:19:40 PM,5,114,True,False
KT,2/27/2018 3:19:54 PM,6,114,True,False
KT,2/27/2018 3:20:07 PM,7,96,True,False
KT,2/27/2018 3:20:24 PM,8,96,True,False
KT,2/27/2018 3:20:38 PM,9,78,True,False
KT,2/27/2018 3:20:53 PM,10,78,True,False
KT,2/27/2018 3:21:08 PM,11,69,True,False
KT,2/27/2018 3:21:22 PM,12,69,True,False
KT,2/27/2018 3:21:36 PM,13,60,True,False
KT,2/27/2018 3:21:50 PM,14,60,True,False
KT,2/27/2018 3:22:02 PM,15,51,True,False
KT,2/27/2018 3:22:17 PM,16,51,False,True
KT,2/27/2018 3:22:32 PM,17,60,False,True
KT,2/27/2018 3:22:52 PM,18,64,False,True
KT,2/27/2018 3:23:02 PM,19,68,False,True
KT,2/27/2018 3:23:16 PM,20,72,True,False
KT,2/27/2018 3:23:31 PM,21,72,True,False
KT,2/27/2018 3:23:44 PM,22,68,True,False
KT,2/27/2018 3:23:59 PM,23,68,True,False
KT,2/27/2018 3:24:14 PM,24,64,False,True
