Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
lolly,2/27/2018 3:44:01 PM,1,150,False,True
lolly,2/27/2018 3:44:16 PM,2,168,True,False
lolly,2/27/2018 3:44:34 PM,3,168,True,False
lolly,2/27/2018 3:44:50 PM,4,150,True,False
lolly,2/27/2018 3:45:04 PM,5,150,False,True
lolly,2/27/2018 3:45:20 PM,6,168,True,False
lolly,2/27/2018 3:45:36 PM,7,168,True,False
lolly,2/27/2018 3:45:52 PM,8,150,True,False
lolly,2/27/2018 3:46:09 PM,9,150,True,False
lolly,2/27/2018 3:46:24 PM,10,141,True,False
lolly,2/27/2018 3:46:39 PM,11,141,True,False
lolly,2/27/2018 3:46:53 PM,12,132,True,False
lolly,2/27/2018 3:47:07 PM,13,132,True,False
lolly,2/27/2018 3:47:21 PM,14,123,True,False
lolly,2/27/2018 3:47:35 PM,15,123,True,False
lolly,2/27/2018 3:47:49 PM,16,114,True,False
lolly,2/27/2018 3:48:01 PM,17,114,False,True
lolly,2/27/2018 3:48:17 PM,18,118,True,False
lolly,2/27/2018 3:48:31 PM,19,118,True,False
lolly,2/27/2018 3:48:45 PM,20,114,True,False
lolly,2/27/2018 3:49:00 PM,21,114,True,False
lolly,2/27/2018 3:49:14 PM,22,110,True,False
lolly,2/27/2018 3:49:28 PM,23,110,True,False
lolly,2/27/2018 3:49:42 PM,24,106,True,False
