Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
lynn,2/27/2018 1:05:03 PM,1,150,True,False
lynn,2/27/2018 1:05:19 PM,2,150,True,False
lynn,2/27/2018 1:05:36 PM,3,132,True,False
lynn,2/27/2018 1:05:51 PM,4,132,True,False
lynn,2/27/2018 1:06:09 PM,5,114,False,True
lynn,2/27/2018 1:06:24 PM,6,132,True,False
lynn,2/27/2018 1:06:39 PM,7,132,True,False
lynn,2/27/2018 1:06:55 PM,8,114,True,False
lynn,2/27/2018 1:07:11 PM,9,114,True,False
lynn,2/27/2018 1:07:25 PM,10,105,True,False
lynn,2/27/2018 1:07:40 PM,11,105,True,False
lynn,2/27/2018 1:07:55 PM,12,96,True,False
lynn,2/27/2018 1:08:09 PM,13,96,True,False
lynn,2/27/2018 1:08:25 PM,14,87,True,False
lynn,2/27/2018 1:08:41 PM,15,87,True,False
lynn,2/27/2018 1:08:57 PM,16,78,True,False
lynn,2/27/2018 1:09:12 PM,17,78,True,False
lynn,2/27/2018 1:09:28 PM,18,74,True,False
lynn,2/27/2018 1:09:44 PM,19,74,True,False
lynn,2/27/2018 1:10:00 PM,20,70,True,False
lynn,2/27/2018 1:10:16 PM,21,70,True,False
lynn,2/27/2018 1:10:45 PM,22,66,True,False
lynn,2/27/2018 1:11:02 PM,23,66,True,False
lynn,2/27/2018 1:11:17 PM,24,62,True,False
