Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
lynn,2/27/2018 1:31:22 PM,1,150,True,False
lynn,2/27/2018 1:31:38 PM,2,150,True,False
lynn,2/27/2018 1:31:53 PM,3,138,True,False
lynn,2/27/2018 1:32:07 PM,4,138,True,False
lynn,2/27/2018 1:32:23 PM,5,126,True,False
lynn,2/27/2018 1:32:38 PM,6,126,True,False
lynn,2/27/2018 1:32:55 PM,7,114,True,False
lynn,2/27/2018 1:34:17 PM,8,114,True,False
lynn,2/27/2018 1:34:31 PM,9,102,True,False
lynn,2/27/2018 1:34:46 PM,10,102,True,False
lynn,2/27/2018 1:35:00 PM,11,96,True,False
lynn,2/27/2018 1:35:15 PM,12,96,True,False
lynn,2/27/2018 1:35:31 PM,13,90,True,False
lynn,2/27/2018 1:35:45 PM,14,90,True,False
lynn,2/27/2018 1:36:00 PM,15,84,True,False
lynn,2/27/2018 1:36:15 PM,16,84,True,False
lynn,2/27/2018 1:36:29 PM,17,78,True,False
lynn,2/27/2018 1:36:43 PM,18,78,True,False
lynn,2/27/2018 1:36:57 PM,19,75,True,False
lynn,2/27/2018 1:37:12 PM,20,75,True,False
lynn,2/27/2018 1:37:26 PM,21,72,True,False
lynn,2/27/2018 1:37:41 PM,22,72,True,False
lynn,2/27/2018 1:37:56 PM,23,69,True,False
lynn,2/27/2018 1:38:10 PM,24,69,True,False
