Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Yi-Chen,2/27/2018 8:13:47 PM,1,150,True,False
Yi-Chen,2/27/2018 8:14:01 PM,2,150,True,False
Yi-Chen,2/27/2018 8:14:17 PM,3,138,True,False
Yi-Chen,2/27/2018 8:14:33 PM,4,138,True,False
Yi-Chen,2/27/2018 8:22:53 PM,5,126,False,True
Yi-Chen,2/27/2018 8:23:08 PM,6,138,True,False
Yi-Chen,2/27/2018 8:23:22 PM,7,138,True,False
Yi-Chen,2/27/2018 8:23:37 PM,8,126,True,False
Yi-Chen,2/27/2018 8:26:45 PM,9,126,False,True
Yi-Chen,2/27/2018 8:26:59 PM,10,132,True,False
Yi-Chen,2/27/2018 8:27:15 PM,11,132,True,False
Yi-Chen,2/27/2018 8:27:31 PM,12,126,True,False
Yi-Chen,2/27/2018 8:27:47 PM,13,126,True,False
Yi-Chen,2/27/2018 8:28:02 PM,14,120,True,False
Yi-Chen,2/27/2018 8:28:16 PM,15,120,True,False
Yi-Chen,2/27/2018 8:28:30 PM,16,114,True,False
Yi-Chen,2/27/2018 8:28:44 PM,17,114,True,False
Yi-Chen,2/27/2018 8:29:12 PM,18,111,True,False
Yi-Chen,2/27/2018 8:32:01 PM,19,111,True,False
Yi-Chen,2/27/2018 8:32:17 PM,20,108,True,False
Yi-Chen,2/27/2018 8:32:33 PM,21,108,True,False
Yi-Chen,2/27/2018 8:32:47 PM,22,105,True,False
Yi-Chen,2/27/2018 8:33:02 PM,23,105,True,False
Yi-Chen,2/27/2018 8:33:16 PM,24,102,True,False
