KT,2/27/2018 2:31:01 PM,1,150,True,False
KT,2/27/2018 2:31:21 PM,2,150,True,False
KT,2/27/2018 2:31:39 PM,3,138,True,False
KT,2/27/2018 2:31:57 PM,4,138,True,False
KT,2/27/2018 2:32:12 PM,5,126,True,False
KT,2/27/2018 2:32:27 PM,6,126,True,False
KT,2/27/2018 2:32:42 PM,7,114,True,False
KT,2/27/2018 2:32:56 PM,8,114,True,False
KT,2/27/2018 2:33:11 PM,9,102,True,False
KT,2/27/2018 2:33:26 PM,10,102,True,False
KT,2/27/2018 2:33:41 PM,11,96,True,False
KT,2/27/2018 2:33:55 PM,12,96,True,False
KT,2/27/2018 2:34:09 PM,13,90,True,False
KT,2/27/2018 2:34:25 PM,14,90,True,False
KT,2/27/2018 2:34:39 PM,15,84,True,False
KT,2/27/2018 2:34:54 PM,16,84,True,False
KT,2/27/2018 2:35:09 PM,17,78,True,False
KT,2/27/2018 2:35:23 PM,18,78,True,False
KT,2/27/2018 2:35:38 PM,19,75,True,False
KT,2/27/2018 2:35:56 PM,20,75,True,False
KT,2/27/2018 2:36:18 PM,21,72,True,False
KT,2/27/2018 2:36:32 PM,22,72,True,False
KT,2/27/2018 2:36:47 PM,23,69,True,False
KT,2/27/2018 2:37:02 PM,24,69,True,False
