Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
RF,2/26/2018 16:26,1,90,FALSE,TRUE
RF,2/26/2018 16:26,2,108,TRUE,FALSE
RF,2/26/2018 16:26,3,108,TRUE,FALSE
RF,2/26/2018 16:27,4,90,TRUE,FALSE
RF,2/26/2018 16:27,5,90,TRUE,FALSE
RF,2/26/2018 16:28,6,72,TRUE,FALSE
RF,2/26/2018 16:28,7,72,TRUE,FALSE
RF,2/26/2018 16:28,8,54,TRUE,FALSE
RF,2/26/2018 16:29,9,54,TRUE,FALSE
RF,2/26/2018 16:29,10,45,FALSE,TRUE
RF,2/26/2018 16:30,11,54,FALSE,TRUE
RF,2/26/2018 16:30,12,63,FALSE,TRUE
RF,2/26/2018 16:31,13,72,TRUE,FALSE
RF,2/26/2018 16:31,14,72,TRUE,FALSE
RF,2/26/2018 16:32,15,63,FALSE,TRUE
RF,2/26/2018 16:32,16,72,FALSE,TRUE
RF,2/26/2018 16:32,17,81,TRUE,FALSE
RF,2/26/2018 16:33,18,81,TRUE,FALSE
RF,2/26/2018 16:33,19,77,TRUE,FALSE
RF,2/26/2018 16:34,20,77,TRUE,FALSE
RF,2/26/2018 16:34,21,73,FALSE,TRUE
RF,2/26/2018 16:35,22,77,TRUE,FALSE
RF,2/26/2018 16:35,23,77,TRUE,FALSE
RF,2/26/2018 16:35,24,73,TRUE,FALSE
