Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
cxy,2/26/2018 9:22:03 PM,1,150,True,False
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
cxy,2/26/2018 9:23:04 PM,1,150,True,False
cxy,2/26/2018 9:23:32 PM,2,150,True,False
cxy,2/26/2018 9:23:49 PM,3,132,True,False
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
cxy,2/26/2018 9:29:29 PM,1,150,True,False
cxy,2/26/2018 9:30:12 PM,2,150,False,True
cxy,2/26/2018 9:30:30 PM,3,168,True,False
cxy,2/26/2018 9:30:45 PM,4,168,True,False
cxy,2/26/2018 9:31:01 PM,5,150,True,False
cxy,2/26/2018 9:31:16 PM,6,150,True,False
cxy,2/26/2018 9:31:31 PM,7,132,True,False
cxy,2/26/2018 9:31:47 PM,8,132,True,False
cxy,2/26/2018 9:32:01 PM,9,114,True,False
cxy,2/26/2018 9:32:15 PM,10,114,True,False
cxy,2/26/2018 9:32:29 PM,11,105,True,False
cxy,2/26/2018 9:32:45 PM,12,105,True,False
cxy,2/26/2018 9:32:59 PM,13,96,True,False
cxy,2/26/2018 9:33:15 PM,14,96,True,False
cxy,2/26/2018 9:33:53 PM,15,87,True,False
cxy,2/26/2018 9:34:23 PM,16,87,True,False
cxy,2/26/2018 9:34:46 PM,17,78,True,False
cxy,2/26/2018 9:35:24 PM,18,78,True,False
cxy,2/26/2018 9:35:38 PM,19,74,True,False
cxy,2/26/2018 9:35:54 PM,20,74,True,False
cxy,2/26/2018 9:36:43 PM,21,70,True,False
cxy,2/26/2018 9:37:01 PM,22,70,True,False
cxy,2/26/2018 9:37:15 PM,23,66,True,False
cxy,2/26/2018 9:37:32 PM,24,66,True,False
