Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
cxy,2/26/2018 10:11:45 PM,1,150,True,False
cxy,2/26/2018 10:12:32 PM,2,150,True,False
cxy,2/26/2018 10:13:13 PM,3,138,True,False
cxy,2/26/2018 10:13:31 PM,4,138,True,False
cxy,2/26/2018 10:13:46 PM,5,126,True,False
cxy,2/26/2018 10:14:02 PM,6,126,True,False
cxy,2/26/2018 10:14:18 PM,7,114,True,False
cxy,2/26/2018 10:14:33 PM,8,114,True,False
cxy,2/26/2018 10:14:49 PM,9,102,True,False
cxy,2/26/2018 10:15:05 PM,10,102,False,True
cxy,2/26/2018 10:15:23 PM,11,108,True,False
cxy,2/26/2018 10:15:41 PM,12,108,True,False
cxy,2/26/2018 10:15:59 PM,13,102,True,False
cxy,2/26/2018 10:16:16 PM,14,102,True,False
cxy,2/26/2018 10:16:35 PM,15,96,True,False
cxy,2/26/2018 10:16:54 PM,16,96,True,False
cxy,2/26/2018 10:17:11 PM,17,90,True,False
cxy,2/26/2018 10:17:25 PM,18,90,True,False
cxy,2/26/2018 10:17:41 PM,19,87,True,False
cxy,2/26/2018 10:17:58 PM,20,87,True,False
cxy,2/26/2018 10:18:13 PM,21,84,True,False
cxy,2/26/2018 10:18:28 PM,22,84,True,False
cxy,2/26/2018 10:18:42 PM,23,81,True,False
cxy,2/26/2018 10:18:58 PM,24,81,True,False
