Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
cxy,2/26/2018 10:25:22 PM,1,150,True,False
cxy,2/26/2018 10:25:38 PM,2,150,True,False
cxy,2/26/2018 10:25:56 PM,3,138,True,False
cxy,2/26/2018 10:26:16 PM,4,138,True,False
cxy,2/26/2018 10:26:32 PM,5,126,True,False
cxy,2/26/2018 10:26:47 PM,6,126,True,False
cxy,2/26/2018 10:27:01 PM,7,114,True,False
cxy,2/26/2018 10:27:16 PM,8,114,True,False
cxy,2/26/2018 10:27:31 PM,9,102,True,False
cxy,2/26/2018 10:27:47 PM,10,102,True,False
cxy,2/26/2018 10:28:01 PM,11,96,True,False
cxy,2/26/2018 10:28:16 PM,12,96,True,False
cxy,2/26/2018 10:28:31 PM,13,90,True,False
cxy,2/26/2018 10:28:45 PM,14,90,True,False
cxy,2/26/2018 10:29:02 PM,15,84,False,True
cxy,2/26/2018 10:29:18 PM,16,90,True,False
cxy,2/26/2018 10:29:33 PM,17,90,True,False
cxy,2/26/2018 10:29:47 PM,18,87,True,False
cxy,2/26/2018 10:30:01 PM,19,87,True,False
cxy,2/26/2018 10:30:16 PM,20,84,True,False
cxy,2/26/2018 10:30:31 PM,21,84,True,False
cxy,2/26/2018 10:30:46 PM,22,81,True,False
cxy,2/26/2018 10:31:04 PM,23,81,False,True
cxy,2/26/2018 10:31:18 PM,24,84,True,False
