Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
TY,2/27/2018 9:41:03 AM,1,150,True,False
TY,2/27/2018 9:41:29 AM,2,150,True,False
TY,2/27/2018 9:42:10 AM,3,132,True,False
TY,2/27/2018 9:42:32 AM,4,132,True,False
TY,2/27/2018 9:42:57 AM,5,114,True,False
TY,2/27/2018 9:43:39 AM,6,114,True,False
TY,2/27/2018 9:43:57 AM,7,96,True,False
TY,2/27/2018 9:44:13 AM,8,96,True,False
TY,2/27/2018 9:44:29 AM,9,78,True,False
TY,2/27/2018 9:44:47 AM,10,78,True,False
TY,2/27/2018 9:45:04 AM,11,69,True,False
TY,2/27/2018 9:45:25 AM,12,69,True,False
TY,2/27/2018 9:45:52 AM,13,60,True,False
TY,2/27/2018 9:46:10 AM,14,60,True,False
TY,2/27/2018 9:46:31 AM,15,51,True,False
TY,2/27/2018 9:47:01 AM,16,51,False,True
TY,2/27/2018 9:47:19 AM,17,60,True,False
TY,2/27/2018 9:47:36 AM,18,60,True,False
TY,2/27/2018 9:48:00 AM,19,56,True,False
TY,2/27/2018 9:48:20 AM,20,56,True,False
TY,2/27/2018 9:48:42 AM,21,52,True,False
TY,2/27/2018 9:49:09 AM,22,52,True,False
TY,2/27/2018 9:49:30 AM,23,48,True,False
TY,2/27/2018 9:49:50 AM,24,48,False,True
