Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Ricky,2/27/2018 5:16:54 PM,1,150,True,False
Ricky,2/27/2018 5:17:10 PM,2,150,True,False
Ricky,2/27/2018 5:17:28 PM,3,138,True,False
Ricky,2/27/2018 5:17:45 PM,4,138,True,False
Ricky,2/27/2018 5:18:01 PM,5,126,True,False
Ricky,2/27/2018 5:18:16 PM,6,126,True,False
Ricky,2/27/2018 5:18:33 PM,7,114,True,False
Ricky,2/27/2018 5:18:48 PM,8,114,True,False
Ricky,2/27/2018 5:19:02 PM,9,102,True,False
Ricky,2/27/2018 5:19:17 PM,10,102,True,False
Ricky,2/27/2018 5:19:32 PM,11,96,True,False
Ricky,2/27/2018 5:19:47 PM,12,96,True,False
Ricky,2/27/2018 5:20:06 PM,13,90,False,True
Ricky,2/27/2018 5:20:21 PM,14,96,True,False
Ricky,2/27/2018 5:20:36 PM,15,96,True,False
Ricky,2/27/2018 5:20:52 PM,16,90,True,False
Ricky,2/27/2018 5:21:07 PM,17,90,False,True
Ricky,2/27/2018 5:21:23 PM,18,93,True,False
Ricky,2/27/2018 5:21:38 PM,19,93,True,False
Ricky,2/27/2018 5:21:54 PM,20,90,True,False
Ricky,2/27/2018 5:22:09 PM,21,90,True,False
Ricky,2/27/2018 5:22:25 PM,22,87,True,False
Ricky,2/27/2018 5:22:41 PM,23,87,True,False
Ricky,2/27/2018 5:22:57 PM,24,84,True,False
