Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Timo,2/27/2018 9:18:53 PM,1,150,True,False
Timo,2/27/2018 9:19:08 PM,2,150,True,False
Timo,2/27/2018 9:19:21 PM,3,138,True,False
Timo,2/27/2018 9:19:36 PM,4,138,True,False
Timo,2/27/2018 9:19:51 PM,5,126,True,False
Timo,2/27/2018 9:20:03 PM,6,126,False,True
Timo,2/27/2018 9:20:17 PM,7,138,True,False
Timo,2/27/2018 9:20:32 PM,8,138,True,False
Timo,2/27/2018 9:20:46 PM,9,126,True,False
Timo,2/27/2018 9:20:59 PM,10,126,True,False
Timo,2/27/2018 9:21:12 PM,11,120,True,False
Timo,2/27/2018 9:21:56 PM,12,120,True,False
Timo,2/27/2018 9:22:33 PM,13,114,True,False
Timo,2/27/2018 9:22:47 PM,14,114,True,False
Timo,2/27/2018 9:23:01 PM,15,108,True,False
Timo,2/27/2018 9:23:15 PM,16,108,True,False
Timo,2/27/2018 9:23:29 PM,17,102,True,False
Timo,2/27/2018 9:23:42 PM,18,102,True,False
Timo,2/27/2018 9:23:55 PM,19,99,True,False
Timo,2/27/2018 9:24:08 PM,20,99,True,False
Timo,2/27/2018 9:24:22 PM,21,96,True,False
Timo,2/27/2018 9:24:37 PM,22,96,True,False
Timo,2/27/2018 9:24:50 PM,23,93,True,False
Timo,2/27/2018 9:25:02 PM,24,93,False,True
