Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Yi-Chen,2/27/2018 7:59:40 PM,1,150,FALSE,TRUE
Yi-Chen,2/27/2018 7:59:56 PM,2,162,TRUE,FALSE
Yi-Chen,2/27/2018 8:00:09 PM,3,162,TRUE,FALSE
Yi-Chen,2/27/2018 8:00:24 PM,4,150,TRUE,FALSE
Yi-Chen,2/27/2018 8:00:38 PM,5,150,TRUE,FALSE
Yi-Chen,2/27/2018 8:00:53 PM,6,138,TRUE,FALSE
Yi-Chen,2/27/2018 8:01:08 PM,7,138,TRUE,FALSE
Yi-Chen,2/27/2018 8:01:24 PM,8,126,TRUE,FALSE
Yi-Chen,2/27/2018 8:01:43 PM,9,126,TRUE,FALSE
Yi-Chen,2/27/2018 8:01:58 PM,10,120,TRUE,FALSE
Yi-Chen,2/27/2018 8:02:17 PM,11,120,TRUE,FALSE
Yi-Chen,2/27/2018 8:02:33 PM,12,114,TRUE,FALSE
Yi-Chen,2/27/2018 8:02:57 PM,13,114,TRUE,FALSE
Yi-Chen,2/27/2018 8:05:50 PM,14,108,TRUE,FALSE
Yi-Chen,2/27/2018 8:06:03 PM,15,108,FALSE,TRUE
Yi-Chen,2/27/2018 8:06:17 PM,16,114,TRUE,FALSE
Yi-Chen,2/27/2018 8:06:31 PM,17,114,TRUE,FALSE
Yi-Chen,2/27/2018 8:06:46 PM,18,111,TRUE,FALSE
Yi-Chen,2/27/2018 8:07:01 PM,19,111,TRUE,FALSE
Yi-Chen,2/27/2018 8:07:15 PM,20,108,TRUE,FALSE
Yi-Chen,2/27/2018 8:07:29 PM,21,108,TRUE,FALSE
Yi-Chen,2/27/2018 8:07:44 PM,22,105,TRUE,FALSE
Yi-Chen,2/27/2018 8:07:58 PM,23,105,TRUE,FALSE
Yi-Chen,2/27/2018 8:08:12 PM,24,102,TRUE,FALSE
