Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
haoran,2/28/2018 3:07:21 PM,1,150,True,False
haoran,2/28/2018 3:07:36 PM,2,150,True,False
haoran,2/28/2018 3:07:50 PM,3,138,True,False
haoran,2/28/2018 3:08:07 PM,4,138,True,False
haoran,2/28/2018 3:08:21 PM,5,126,True,False
haoran,2/28/2018 3:08:37 PM,6,126,True,False
haoran,2/28/2018 3:08:52 PM,7,114,True,False
haoran,2/28/2018 3:09:17 PM,8,114,True,False
haoran,2/28/2018 3:09:31 PM,9,102,True,False
haoran,2/28/2018 3:09:46 PM,10,102,True,False
haoran,2/28/2018 3:10:01 PM,11,96,True,False
haoran,2/28/2018 3:10:15 PM,12,96,True,False
haoran,2/28/2018 3:10:30 PM,13,90,True,False
haoran,2/28/2018 3:10:49 PM,14,90,False,True
haoran,2/28/2018 3:11:06 PM,15,96,False,True
haoran,2/28/2018 3:11:21 PM,16,102,True,False
haoran,2/28/2018 3:11:36 PM,17,102,True,False
haoran,2/28/2018 3:11:51 PM,18,99,True,False
haoran,2/28/2018 3:12:12 PM,19,99,False,True
haoran,2/28/2018 3:12:26 PM,20,102,True,False
haoran,2/28/2018 3:12:41 PM,21,102,True,False
haoran,2/28/2018 3:13:01 PM,22,99,True,False
haoran,2/28/2018 3:13:17 PM,23,99,True,False
haoran,2/28/2018 3:13:31 PM,24,96,True,False
