Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
KT,2/27/2018 3:26:23 PM,1,150,True,False
KT,2/27/2018 3:27:00 PM,2,150,True,False
KT,2/27/2018 3:27:14 PM,3,132,True,False
KT,2/27/2018 3:27:27 PM,4,132,True,False
KT,2/27/2018 3:27:42 PM,5,114,True,False
KT,2/27/2018 3:27:56 PM,6,114,True,False
KT,2/27/2018 3:28:10 PM,7,96,True,False
KT,2/27/2018 3:28:23 PM,8,96,True,False
KT,2/27/2018 3:28:38 PM,9,78,True,False
KT,2/27/2018 3:28:52 PM,10,78,True,False
KT,2/27/2018 3:29:05 PM,11,69,True,False
KT,2/27/2018 3:29:18 PM,12,69,True,False
KT,2/27/2018 3:29:32 PM,13,60,False,True
KT,2/27/2018 3:29:48 PM,14,69,False,True
KT,2/27/2018 3:30:01 PM,15,78,False,True
KT,2/27/2018 3:30:16 PM,16,87,True,False
KT,2/27/2018 3:30:31 PM,17,87,True,False
KT,2/27/2018 3:30:45 PM,18,83,True,False
KT,2/27/2018 3:31:00 PM,19,83,True,False
KT,2/27/2018 3:31:15 PM,20,79,False,True
KT,2/27/2018 3:31:29 PM,21,83,True,False
KT,2/27/2018 3:31:43 PM,22,83,True,False
KT,2/27/2018 3:31:57 PM,23,79,True,False
KT,2/27/2018 3:32:12 PM,24,79,False,True
