Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
cxy,2/26/2018 10:37:29 PM,1,150,True,False
cxy,2/26/2018 10:37:46 PM,2,150,True,False
cxy,2/26/2018 10:38:00 PM,3,138,True,False
cxy,2/26/2018 10:38:15 PM,4,138,True,False
cxy,2/26/2018 10:38:29 PM,5,126,True,False
cxy,2/26/2018 10:38:42 PM,6,126,True,False
cxy,2/26/2018 10:38:57 PM,7,114,True,False
cxy,2/26/2018 10:39:12 PM,8,114,True,False
cxy,2/26/2018 10:39:27 PM,9,102,True,False
cxy,2/26/2018 10:39:41 PM,10,102,True,False
cxy,2/26/2018 10:39:55 PM,11,96,True,False
cxy,2/26/2018 10:40:09 PM,12,96,True,False
cxy,2/26/2018 10:40:24 PM,13,90,True,False
cxy,2/26/2018 10:40:39 PM,14,90,True,False
cxy,2/26/2018 10:40:57 PM,15,84,True,False
cxy,2/26/2018 10:41:14 PM,16,84,True,False
cxy,2/26/2018 10:41:31 PM,17,78,True,False
cxy,2/26/2018 10:41:47 PM,18,78,False,True
cxy,2/26/2018 10:42:01 PM,19,81,True,False
cxy,2/26/2018 10:42:15 PM,20,81,True,False
cxy,2/26/2018 10:42:30 PM,21,78,True,False
cxy,2/26/2018 10:42:45 PM,22,78,True,False
cxy,2/26/2018 10:43:01 PM,23,75,True,False
cxy,2/26/2018 10:43:15 PM,24,75,True,False
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
