Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
lolly,2/27/2018 3:56:24 PM,1,150,False,True
lolly,2/27/2018 3:56:43 PM,2,168,True,False
lolly,2/27/2018 3:56:59 PM,3,168,True,False
lolly,2/27/2018 3:57:15 PM,4,150,True,False
lolly,2/27/2018 3:57:30 PM,5,150,True,False
lolly,2/27/2018 3:57:45 PM,6,132,False,True
lolly,2/27/2018 3:58:00 PM,7,150,True,False
lolly,2/27/2018 3:58:16 PM,8,150,True,False
lolly,2/27/2018 3:58:30 PM,9,132,True,False
lolly,2/27/2018 3:58:44 PM,10,132,True,False
lolly,2/27/2018 3:58:59 PM,11,123,False,True
lolly,2/27/2018 3:59:14 PM,12,132,True,False
lolly,2/27/2018 3:59:30 PM,13,132,True,False
lolly,2/27/2018 3:59:44 PM,14,123,True,False
lolly,2/27/2018 3:59:58 PM,15,123,True,False
lolly,2/27/2018 4:00:13 PM,16,114,True,False
lolly,2/27/2018 4:00:27 PM,17,114,True,False
lolly,2/27/2018 4:00:41 PM,18,110,True,False
lolly,2/27/2018 4:00:57 PM,19,110,False,True
lolly,2/27/2018 4:01:12 PM,20,114,True,False
lolly,2/27/2018 4:01:26 PM,21,114,True,False
lolly,2/27/2018 4:01:43 PM,22,110,True,False
lolly,2/27/2018 4:01:58 PM,23,110,True,False
lolly,2/27/2018 4:02:13 PM,24,106,True,False
