Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
CE,2/26/2018 5:01:37 PM,1,150,True,False
CE,2/26/2018 5:01:52 PM,2,150,True,False
CE,2/26/2018 5:02:09 PM,3,132,True,False
CE,2/26/2018 5:02:25 PM,4,132,True,False
CE,2/26/2018 5:02:47 PM,5,114,True,False
CE,2/26/2018 5:03:02 PM,6,114,True,False
CE,2/26/2018 5:03:17 PM,7,96,True,False
CE,2/26/2018 5:03:33 PM,8,96,True,False
CE,2/26/2018 5:03:47 PM,9,78,True,False
CE,2/26/2018 5:04:01 PM,10,78,True,False
CE,2/26/2018 5:04:18 PM,11,69,False,True
CE,2/26/2018 5:04:35 PM,12,78,True,False
CE,2/26/2018 5:04:50 PM,13,78,True,False
CE,2/26/2018 5:05:06 PM,14,69,False,True
CE,2/26/2018 5:05:22 PM,15,78,True,False
CE,2/26/2018 5:05:37 PM,16,78,True,False
CE,2/26/2018 5:05:54 PM,17,69,False,True
CE,2/26/2018 5:06:10 PM,18,73,True,False
CE,2/26/2018 5:06:28 PM,19,73,True,False
CE,2/26/2018 5:06:44 PM,20,69,False,True
CE,2/26/2018 5:07:00 PM,21,73,False,True
CE,2/26/2018 5:07:15 PM,22,77,False,True
CE,2/26/2018 5:07:31 PM,23,81,True,False
CE,2/26/2018 5:07:47 PM,24,81,True,False
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
CE,2/26/2018 5:17:35 PM,1,150,True,False
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
CE,2/26/2018 5:28:04 PM,1,150,True,False
Tester Name, Time, Counter, Degree, yesToggle Value, noToggle Value
