0,344 255 230 255,387 255 259 255,1,3366
1,489 255 327 255,572 255 382 255,1,2547
2,407 255 272 255,407 255 272 255,0,1794
3,364 255 244 255,447 255 299 255,0,1150
4,489 255 327 255,489 255 327 255,1,2129
5,407 255 272 255,447 255 299 255,0,1240
6,364 255 244 255,407 255 272 255,1,2402
7,489 255 327 255,509 255 340 255,0,1274
8,489 255 327 255,529 255 354 255,1,2123
9,407 255 272 255,489 255 327 255,0,3934
10,364 255 244 255,364 255 244 255,0,1129
11,407 255 272 255,427 255 285 255,1,1307
12,344 255 230 255,344 255 230 255,1,1300
13,344 255 230 255,427 255 285 255,0,2425
14,364 255 244 255,387 255 259 255,0,1028
15,344 255 230 255,364 255 244 255,1,1676
