0,489 255 319 255,509 255 332 255,1,3438
1,344 255 222 255,344 255 222 255,1,2033
2,364 255 236 255,364 255 236 255,1,2003
3,344 255 222 255,364 255 236 255,0,2324
4,364 255 236 255,407 255 264 255,0,1285
5,407 255 264 255,489 255 319 255,1,3239
6,407 255 264 255,427 255 277 255,1,1295
7,344 255 222 255,387 255 251 255,1,2380
8,364 255 236 255,447 255 291 255,0,2334
9,489 255 319 255,489 255 319 255,1,3549
10,407 255 264 255,407 255 264 255,1,2169
11,489 255 319 255,529 255 346 255,1,1038
12,489 255 319 255,572 255 374 255,0,2190
13,344 255 222 255,427 255 277 255,1,1912
14,364 255 236 255,387 255 251 255,1,2167
15,407 255 264 255,447 255 291 255,1,1465
16,407 255 264 255,427 255 277 255,0,2234
17,364 255 236 255,387 255 251 255,0,2045
18,489 255 319 255,572 255 374 255,1,2365
19,489 255 319 255,509 255 332 255,1,1334
20,344 255 222 255,427 255 277 255,0,2604
21,364 255 236 255,364 255 236 255,0,2435
22,344 255 222 255,387 255 251 255,1,3275
23,489 255 319 255,489 255 319 255,0,1619
24,344 255 222 255,344 255 222 255,0,2016
25,407 255 264 255,407 255 264 255,1,3019
26,407 255 264 255,447 255 291 255,0,2179
27,364 255 236 255,407 255 264 255,0,2106
28,364 255 236 255,447 255 291 255,0,1618
29,489 255 319 255,529 255 346 255,0,1207
30,344 255 222 255,364 255 236 255,0,1085
31,407 255 264 255,489 255 319 255,0,1172
