0,364 255 236 255,364 255 236 255,1,6503
1,364 255 236 255,407 255 264 255,1,1319
2,407 255 264 255,427 255 277 255,0,2068
3,344 255 222 255,364 255 236 255,0,2390
4,407 255 264 255,447 255 291 255,0,2329
5,407 255 264 255,489 255 319 255,0,1095
6,364 255 236 255,387 255 251 255,1,2234
7,489 255 319 255,509 255 332 255,0,2188
8,489 255 319 255,572 255 374 255,0,1396
9,344 255 222 255,387 255 251 255,0,59028
10,344 255 222 255,427 255 277 255,0,1195
11,364 255 236 255,447 255 291 255,0,1131
12,407 255 264 255,407 255 264 255,1,2268
13,489 255 319 255,529 255 346 255,1,1385
14,489 255 319 255,489 255 319 255,0,1029
15,344 255 222 255,344 255 222 255,1,2310
16,364 255 236 255,407 255 264 255,1,1017
17,407 255 264 255,489 255 319 255,1,1452
18,407 255 264 255,407 255 264 255,1,1072
19,489 255 319 255,489 255 319 255,0,3540
20,489 255 319 255,572 255 374 255,1,3671
21,407 255 264 255,447 255 291 255,1,2123
22,364 255 236 255,447 255 291 255,0,1413
23,364 255 236 255,387 255 251 255,0,1647
24,489 255 319 255,529 255 346 255,0,1183
25,344 255 222 255,344 255 222 255,1,2124
26,344 255 222 255,364 255 236 255,0,2301
27,364 255 236 255,364 255 236 255,0,1045
28,344 255 222 255,427 255 277 255,0,548
29,407 255 264 255,427 255 277 255,1,2469
30,344 255 222 255,387 255 251 255,1,1020
31,489 255 319 255,509 255 332 255,1,1508
