0,344 255 222 255,364 255 236 255,1,5024
1,344 255 222 255,344 255 222 255,1,2010
2,364 255 236 255,387 255 251 255,0,1565
3,407 255 264 255,447 255 291 255,0,2106
4,364 255 236 255,364 255 236 255,1,2269
5,407 255 264 255,427 255 277 255,0,2558
6,489 255 319 255,509 255 332 255,1,3719
7,364 255 236 255,407 255 264 255,0,1565
8,407 255 264 255,407 255 264 255,1,2514
9,344 255 222 255,387 255 251 255,1,1051
10,489 255 319 255,529 255 346 255,1,2504
11,344 255 222 255,427 255 277 255,0,2430
12,364 255 236 255,447 255 291 255,1,1190
13,489 255 319 255,489 255 319 255,1,2603
14,407 255 264 255,489 255 319 255,0,2032
15,489 255 319 255,572 255 374 255,1,2090
16,489 255 319 255,572 255 374 255,1,2368
17,364 255 236 255,387 255 251 255,1,1040
18,364 255 236 255,407 255 264 255,1,1194
19,489 255 319 255,509 255 332 255,1,2391
20,344 255 222 255,387 255 251 255,1,1084
21,364 255 236 255,447 255 291 255,0,2781
22,364 255 236 255,364 255 236 255,1,2268
23,407 255 264 255,447 255 291 255,1,1654
24,407 255 264 255,407 255 264 255,1,1027
25,407 255 264 255,427 255 277 255,1,1229
26,489 255 319 255,529 255 346 255,1,1261
27,344 255 222 255,427 255 277 255,1,1129
28,489 255 319 255,489 255 319 255,1,1185
29,407 255 264 255,489 255 319 255,0,1461
30,344 255 222 255,364 255 236 255,1,1698
31,344 255 222 255,344 255 222 255,1,1027
