0,364 255 236 255,407 255 264 255,0,8504
1,407 255 264 255,447 255 291 255,1,2369
2,489 255 319 255,572 255 374 255,0,1263
3,407 255 264 255,427 255 277 255,0,2190
4,407 255 264 255,489 255 319 255,0,1319
5,407 255 264 255,407 255 264 255,1,2347
6,344 255 222 255,387 255 251 255,0,1258
7,364 255 236 255,387 255 251 255,0,1264
8,489 255 319 255,529 255 346 255,1,2358
9,489 255 319 255,509 255 332 255,1,1418
10,364 255 236 255,364 255 236 255,0,1125
11,344 255 222 255,344 255 222 255,1,2631
12,489 255 319 255,489 255 319 255,1,1464
13,344 255 222 255,364 255 236 255,0,2570
14,364 255 236 255,447 255 291 255,0,1531
15,344 255 222 255,427 255 277 255,0,1218
16,364 255 236 255,407 255 264 255,0,1184
17,489 255 319 255,572 255 374 255,1,53429
18,407 255 264 255,489 255 319 255,0,2558
19,344 255 222 255,344 255 222 255,1,2290
20,489 255 319 255,489 255 319 255,1,1585
21,407 255 264 255,427 255 277 255,0,2748
22,407 255 264 255,447 255 291 255,1,1229
23,489 255 319 255,509 255 332 255,0,1263
24,344 255 222 255,387 255 251 255,0,2459
25,364 255 236 255,447 255 291 255,0,1151
26,344 255 222 255,364 255 236 255,1,2468
27,407 255 264 255,407 255 264 255,1,1111
28,344 255 222 255,427 255 277 255,0,2090
29,489 255 319 255,529 255 346 255,1,59307
30,364 255 236 255,364 255 236 255,1,2547
31,364 255 236 255,387 255 251 255,0,1207
