0,407 255 264 255,489 255 319 255,1,7066
1,489 255 319 255,529 255 346 255,1,5086
2,344 255 222 255,387 255 251 255,1,6081
3,344 255 222 255,427 255 277 255,0,3351
4,407 255 264 255,447 255 291 255,1,6412
5,344 255 222 255,344 255 222 255,1,3258
6,407 255 264 255,407 255 264 255,0,3177
7,489 255 319 255,489 255 319 255,1,4100
8,489 255 319 255,509 255 332 255,1,3272
9,407 255 264 255,427 255 277 255,1,2021
10,489 255 319 255,572 255 374 255,1,2124
11,364 255 236 255,364 255 236 255,1,2177
12,364 255 236 255,387 255 251 255,1,1628
13,364 255 236 255,447 255 291 255,0,3049
14,364 255 236 255,407 255 264 255,1,4010
15,344 255 222 255,364 255 236 255,1,2269
16,344 255 222 255,427 255 277 255,0,3039
17,407 255 264 255,407 255 264 255,0,3487
18,364 255 236 255,387 255 251 255,1,3385
19,489 255 319 255,529 255 346 255,1,1475
20,364 255 236 255,364 255 236 255,1,1610
21,407 255 264 255,489 255 319 255,0,3491
22,407 255 264 255,447 255 291 255,0,4123
23,364 255 236 255,407 255 264 255,0,3074
24,344 255 222 255,364 255 236 255,1,3498
25,344 255 222 255,344 255 222 255,1,1005
26,489 255 319 255,489 255 319 255,0,4112
27,407 255 264 255,427 255 277 255,1,2325
28,364 255 236 255,447 255 291 255,0,3245
29,489 255 319 255,509 255 332 255,1,3307
30,489 255 319 255,572 255 374 255,1,2153
31,344 255 222 255,387 255 251 255,0,2256
