0,364 255 276 255,387 255 291 255,1,11373
0,344 255 262 255,427 255 317 255,1,5415
1,364 255 276 255,364 255 276 255,1,5549
2,489 255 359 255,529 255 386 255,1,2218
3,364 255 276 255,407 255 304 255,1,58068
0,407 255 304 255,489 255 359 255,1,56940
1,364 255 276 255,447 255 331 255,1,1287
2,344 255 262 255,427 255 317 255,0,2359
3,344 255 262 255,364 255 276 255,1,2047
4,407 255 304 255,447 255 331 255,1,1632
5,344 255 262 255,344 255 262 255,1,6056
6,489 255 359 255,509 255 372 255,1,3096
7,364 255 276 255,364 255 276 255,1,1633
8,489 255 359 255,489 255 359 255,1,7655
9,344 255 262 255,387 255 291 255,1,11261
10,364 255 276 255,407 255 304 255,0,2929
11,489 255 359 255,572 255 414 255,1,57007
12,364 255 276 255,387 255 291 255,0,1307
13,489 255 359 255,529 255 386 255,1,2258
14,407 255 304 255,407 255 304 255,1,1403
15,407 255 304 255,427 255 317 255,0,11295
